Site;SS34 Chemin Vert 29 (ID 3234);SS34 Chemin Vert 29 (ID 3234);SS34 Chemin Vert 29 (ID 3234);SS34 Chemin Vert 29 (ID 3234)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-03-20 21:00:00;28;77.3;50.1;63.7
2023-03-20 22:00:00;19;75.5;36.8;45.8
2023-03-20 23:00:00;23;76.9;49.8;61.6
2023-03-21 00:00:00;13;75.1;35.6;42.9
2023-03-21 01:00:00;12;74.3;36.0;43.4
2023-03-21 02:00:00;28;74.5;40.7;51.3
2023-03-21 03:00:00;14;76.5;44.9;53.5
2023-03-21 04:00:00;13;75.4;37.0;44.6
2023-03-21 05:00:00;13;74.6;37.0;45.0
2023-03-21 06:00:00;37;77.3;51.2;66.1
2023-03-21 07:00:00;12;77.1;38.4;45.9
2023-03-21 08:00:00;50;78.6;51.6;71.8
2023-03-21 09:00:00;15;77.6;42.4;50.5
2023-03-21 10:00:00;28;76.7;40.6;52.1
2023-03-21 11:00:00;20;78.4;48.4;60.1
2023-03-21 12:00:00;15;76.7;36.3;44.3
2023-03-21 13:00:00;36;78.7;54.1;71.0
2023-03-21 14:00:00;9;76.9;35.2;41.1
2023-03-21 15:00:00;10;75.4;34.8;40.4
2023-03-21 16:00:00;29;76.8;51.7;66.0
2023-03-21 17:00:00;16;75.1;35.5;43.0
2023-03-21 18:00:00;20;76.9;51.6;63.7
2023-03-21 19:00:00;32;76.5;43.9;58.4
2023-03-21 20:00:00;38;77.7;54.3;73.0
2023-03-21 21:00:00;28;76.5;43.3;55.2
2023-03-21 22:00:00;12;76.4;44.3;52.1
2023-03-21 23:00:00;27;76.0;43.3;54.8
2023-03-22 00:00:00;8;75.2;42.9;50.7
2023-03-22 01:00:00;11;74.3;34.9;41.1
2023-03-22 02:00:00;11;73.9;35.3;41.7
2023-03-22 03:00:00;11;73.0;36.0;42.3
2023-03-22 04:00:00;25;74.9;48.4;59.9
2023-03-22 05:00:00;9;75.0;39.7;47.1
2023-03-22 06:00:00;13;75.0;36.9;44.5
2023-03-22 07:00:00;37;77.1;50.7;66.5
2023-03-22 08:00:00;12;77.3;39.3;46.7
2023-03-22 09:00:00;37;77.5;45.7;61.6
2023-03-22 10:00:00;19;78.2;47.4;57.9
2023-03-22 11:00:00;29;76.9;41.8;53.7
2023-03-22 12:00:00;11;77.4;45.8;54.3
2023-03-22 13:00:00;29;77.1;43.7;56.0
2023-03-22 14:00:00;8;76.4;43.6;51.5
2023-03-22 15:00:00;8;75.4;33.0;38.4
2023-03-22 16:00:00;32;76.2;48.3;62.3
2023-03-22 17:00:00;5;75.6;40.5;47.4
2023-03-22 18:00:00;26;75.4;43.4;54.5
2023-03-22 19:00:00;4;74.0;44.3;53.1
2023-03-22 20:00:00;37;76.4;44.9;61.6
2023-03-22 21:00:00;41;77.8;52.7;73.0
2023-03-22 22:00:00;20;76.5;48.2;58.6
2023-03-22 23:00:00;9;74.9;33.1;39.2
2023-03-23 00:00:00;23;75.7;54.0;67.5
2023-03-23 01:00:00;9;74.7;33.2;39.4
2023-03-23 02:00:00;9;73.8;34.0;39.7
2023-03-23 03:00:00;9;72.2;34.0;39.6
2023-03-23 04:00:00;9;71.5;34.0;39.6
2023-03-23 05:00:00;24;73.3;48.2;58.1
2023-03-23 06:00:00;7;73.8;39.0;46.0
2023-03-23 07:00:00;34;76.6;50.8;65.4
2023-03-23 08:00:00;8;76.0;35.5;41.1
2023-03-23 09:00:00;29;75.9;44.5;56.8
2023-03-23 10:00:00;8;75.9;43.6;51.0
2023-03-23 11:00:00;8;74.5;33.0;37.7
2023-03-23 12:00:00;29;75.8;50.3;63.4
2023-03-23 13:00:00;2;73.3;42.6;50.6
2023-03-23 14:00:00;28;74.6;42.8;54.5
2023-03-23 15:00:00;4;74.0;46.0;54.7
2023-03-23 16:00:00;7;73.1;29.6;35.3
2023-03-23 17:00:00;24;74.0;43.0;53.3
2023-03-23 18:00:00;7;73.8;46.4;55.3
2023-03-23 19:00:00;35;74.8;47.9;62.9
2023-03-23 20:00:00;37;76.8;54.4;73.0
2023-03-23 21:00:00;7;74.2;37.5;43.1
2023-03-23 22:00:00;32;75.7;48.4;62.3
2023-03-23 23:00:00;7;75.1;39.6;46.7
2023-03-24 00:00:00;8;74.0;32.0;37.2
2023-03-24 01:00:00;7;72.0;32.2;36.7
2023-03-24 02:00:00;22;71.6;37.8;45.3
2023-03-24 03:00:00;9;74.3;54.0;64.7
2023-03-24 04:00:00;8;73.5;31.5;37.6
2023-03-24 05:00:00;9;72.6;33.0;38.4
2023-03-24 06:00:00;22;73.8;54.1;66.0
2023-03-24 07:00:00;12;73.3;35.2;41.2
2023-03-24 08:00:00;27;75.6;53.0;65.3
2023-03-24 09:00:00;24;74.7;36.5;46.0
2023-03-24 10:00:00;15;75.9;49.8;60.6
2023-03-24 11:00:00;10;74.7;33.2;39.3
2023-03-24 12:00:00;33;76.3;53.8;68.5
2023-03-24 13:00:00;6;74.4;35.3;40.6
2023-03-24 14:00:00;26;74.7;41.6;52.4
2023-03-24 15:00:00;10;75.4;44.1;52.4
2023-03-24 16:00:00;28;75.3;42.4;53.9
2023-03-24 17:00:00;10;75.4;43.0;51.0
2023-03-24 18:00:00;22;74.6;36.9;45.7
2023-03-24 19:00:00;28;76.8;53.5;67.9
2023-03-24 20:00:00;31;75.7;40.2;52.7
2023-03-24 21:00:00;21;77.0;50.7;62.5
2023-03-24 22:00:00;11;75.3;35.5;42.5
2023-03-24 23:00:00;31;74.8;42.1;54.0
2023-03-25 00:00:00;14;75.9;45.6;53.9
2023-03-25 01:00:00;11;74.6;35.8;42.4
2023-03-25 02:00:00;11;73.6;36.0;42.7
2023-03-25 03:00:00;31;74.3;44.0;55.8
2023-03-25 04:00:00;8;75.3;44.6;52.5
2023-03-25 05:00:00;12;74.9;36.3;43.0
2023-03-25 06:00:00;12;74.0;37.0;43.6
2023-03-25 07:00:00;27;75.6;49.1;61.3
2023-03-25 08:00:00;8;75.5;40.3;47.6
2023-03-25 09:00:00;19;75.4;37.5;46.9
2023-03-25 10:00:00;23;77.4;49.7;61.5
2023-03-25 11:00:00;37;77.4;47.7;63.8
2023-03-25 12:00:00;13;77.6;41.2;49.1
2023-03-25 13:00:00;37;77.4;48.6;64.4
2023-03-25 14:00:00;32;77.7;53.9;69.5
2023-03-25 15:00:00;22;76.1;36.3;45.8
2023-03-25 16:00:00;19;77.2;49.4;60.3
2023-03-25 17:00:00;11;75.8;33.7;40.2
2023-03-25 18:00:00;32;76.3;49.0;63.2
2023-03-25 19:00:00;11;76.4;37.1;44.3
2023-03-25 20:00:00;35;77.2;50.2;65.8
2023-03-25 21:00:00;12;76.4;38.2;45.4
2023-03-25 22:00:00;32;77.2;51.0;64.6
2023-03-25 23:00:00;10;76.1;35.7;42.5
2023-03-26 00:00:00;11;75.1;36.0;42.8
2023-03-26 01:00:00;16;74.1;36.1;43.7
2023-03-26 02:00:00;30;76.9;52.5;65.4
2023-03-26 03:00:00;9;76.0;35.0;42.5
2023-03-26 04:00:00;12;75.9;35.6;42.7
2023-03-26 05:00:00;11;74.6;36.0;42.7
2023-03-26 06:00:00;23;76.4;51.5;64.4
2023-03-26 07:00:00;10;75.4;36.3;43.3
2023-03-26 08:00:00;12;74.8;37.0;43.6
2023-03-26 09:00:00;27;75.7;42.2;53.8
2023-03-26 10:00:00;16;78.0;45.9;55.6
2023-03-26 11:00:00;34;78.2;45.2;60.4
2023-03-26 12:00:00;22;78.3;47.8;59.8
2023-03-26 13:00:00;38;78.4;49.9;66.9
2023-03-26 14:00:00;12;77.2;39.0;46.2
2023-03-26 15:00:00;29;77.9;51.4;66.0
2023-03-26 16:00:00;11;76.7;36.4;43.5
2023-03-26 17:00:00;36;77.8;49.9;66.3
2023-03-26 18:00:00;19;78.3;44.8;55.2
2023-03-26 19:00:00;37;77.9;44.7;61.2
2023-03-26 20:00:00;38;79.0;54.0;72.7
2023-03-26 21:00:00;9;76.9;37.6;43.3
2023-03-26 22:00:00;40;77.7;47.0;64.1
2023-03-26 23:00:00;17;78.0;45.4;55.5
2023-03-27 00:00:00;12;76.4;37.0;43.9
2023-03-27 01:00:00;15;75.5;37.4;45.2
2023-03-27 02:00:00;27;77.3;51.0;63.6
2023-03-27 03:00:00;13;76.6;36.7;44.4
2023-03-27 04:00:00;12;75.5;37.0;44.4
2023-03-27 05:00:00;12;74.5;37.0;44.4
2023-03-27 06:00:00;31;77.1;51.8;67.2
2023-03-27 07:00:00;11;76.9;37.9;44.8
2023-03-27 08:00:00;24;76.7;40.1;50.7
2023-03-27 09:00:00;26;78.5;50.5;63.1
2023-03-27 10:00:00;13;77.4;37.9;45.1
2023-03-27 11:00:00;39;77.7;46.6;62.7
2023-03-27 12:00:00;18;78.1;46.6;56.6
2023-03-27 13:00:00;26;77.4;40.0;51.3
2023-03-27 14:00:00;25;78.7;49.8;63.0
2023-03-27 15:00:00;23;77.5;39.1;49.3
2023-03-27 16:00:00;27;78.1;50.6;63.5
2023-03-27 17:00:00;28;78.2;41.0;52.9
2023-03-27 18:00:00;25;78.3;50.5;63.1
2023-03-27 19:00:00;27;77.4;40.1;51.7
2023-03-27 20:00:00;34;78.9;52.5;68.4
2023-03-27 21:00:00;41;78.5;46.0;62.8
2023-03-27 22:00:00;23;78.5;48.9;60.7
2023-03-27 23:00:00;38;78.2;47.6;63.1
2023-03-28 00:00:00;12;77.3;41.9;49.1
2023-03-28 01:00:00;14;76.4;38.0;46.1
2023-03-28 02:00:00;14;76.0;38.7;46.4
2023-03-28 03:00:00;34;77.7;48.6;63.9
2023-03-28 04:00:00;12;77.4;40.2;47.7
2023-03-28 05:00:00;15;76.5;40.0;48.4
2023-03-28 06:00:00;34;78.2;49.3;62.5
2023-03-28 07:00:00;14;78.5;40.9;49.3
2023-03-28 08:00:00;35;77.9;44.8;59.7
2023-03-28 09:00:00;24;79.3;48.7;60.2
2023-03-28 10:00:00;16;78.2;39.5;48.5
2023-03-28 11:00:00;39;79.3;49.5;66.3
2023-03-28 12:00:00;12;78.7;41.1;48.0
2023-03-28 13:00:00;41;79.0;47.5;64.1
2023-03-28 14:00:00;25;79.5;49.2;62.5
2023-03-28 15:00:00;13;77.7;37.0;44.7
2023-03-28 16:00:00;35;78.7;50.9;66.0
2023-03-28 17:00:00;13;77.8;36.0;43.9
2023-03-28 18:00:00;34;77.8;42.0;56.7
2023-03-28 19:00:00;23;78.9;49.8;62.1
2023-03-28 20:00:00;29;77.9;40.4;52.8
2023-03-28 21:00:00;24;78.9;50.3;62.9
2023-03-28 22:00:00;42;79.0;51.2;70.3
2023-03-28 23:00:00;12;78.0;39.9;47.2
2023-03-29 00:00:00;12;76.3;36.0;43.2
2023-03-29 01:00:00;12;75.5;36.0;43.2
2023-03-29 02:00:00;12;74.9;36.0;43.0
2023-03-29 03:00:00;30;77.2;51.6;65.1
2023-03-29 04:00:00;12;76.4;35.6;42.9
2023-03-29 05:00:00;11;75.5;36.0;42.8
2023-03-29 06:00:00;27;76.9;50.9;64.0
2023-03-29 07:00:00;21;76.8;37.0;46.2
2023-03-29 08:00:00;47;79.5;51.8;73.1
2023-03-29 09:00:00;19;78.1;45.0;55.6
2023-03-29 10:00:00;37;78.0;45.1;60.0
2023-03-29 11:00:00;10;77.5;41.2;48.4
2023-03-29 12:00:00;15;76.5;35.6;42.6
2023-03-29 13:00:00;25;78.1;51.3;64.7
2023-03-29 14:00:00;11;76.4;33.9;40.9
2023-03-29 15:00:00;31;77.1;46.3;59.9
2023-03-29 16:00:00;6;76.2;40.4;47.8
2023-03-29 17:00:00;32;76.6;43.4;56.7
2023-03-29 18:00:00;26;77.6;55.6;71.9
2023-03-29 19:00:00;19;74.8;35.1;42.6
2023-03-29 20:00:00;30;77.6;54.8;70.0
2023-03-29 21:00:00;13;75.5;32.7;39.9
2023-03-29 22:00:00;23;76.9;52.0;64.6
2023-03-29 23:00:00;7;74.4;31.4;37.3
2023-03-30 00:00:00;9;73.4;32.7;37.7
2023-03-30 01:00:00;24;73.3;39.3;48.9
2023-03-30 02:00:00;8;74.9;49.6;59.1
2023-03-30 03:00:00;9;73.9;32.0;37.8
2023-03-30 04:00:00;9;72.9;33.0;38.4
2023-03-30 05:00:00;9;71.8;33.0;38.3
2023-03-30 06:00:00;23;74.7;56.3;68.0
2023-03-30 07:00:00;9;74.2;32.5;38.8
2023-03-30 08:00:00;34;75.8;44.3;58.4
2023-03-30 09:00:00;16;76.9;46.8;56.5
2023-03-30 10:00:00;11;74.8;32.6;39.1
2023-03-30 11:00:00;34;75.6;46.6;59.9
2023-03-30 12:00:00;9;76.1;38.3;45.1
2023-03-30 13:00:00;29;76.0;44.7;57.4
2023-03-30 14:00:00;7;75.0;41.8;49.2
2023-03-30 15:00:00;31;76.0;46.5;59.0
2023-03-30 16:00:00;5;74.7;38.4;45.3
2023-03-30 17:00:00;8;74.1;32.7;37.6
2023-03-30 18:00:00;27;75.9;53.2;67.3
2023-03-30 19:00:00;24;75.2;39.2;50.1
2023-03-30 20:00:00;29;76.8;55.2;69.7
2023-03-30 21:00:00;7;74.7;32.4;38.2
2023-03-30 22:00:00;43;76.9;54.3;73.1
2023-03-30 23:00:00;15;75.2;44.3;52.6
2023-03-31 00:00:00;9;74.4;33.3;39.2
2023-03-31 01:00:00;9;73.0;34.0;39.4
2023-03-31 02:00:00;10;72.2;34.0;39.6
2023-03-31 03:00:00;27;74.1;44.9;55.5
2023-03-31 04:00:00;6;74.6;43.0;50.8
2023-03-31 05:00:00;10;74.1;34.0;40.3
2023-03-31 06:00:00;10;72.6;34.4;40.3
2023-03-31 07:00:00;25;74.7;48.7;60.1
2023-03-31 08:00:00;18;75.0;44.6;56.1
2023-03-31 09:00:00;17;76.4;48.2;58.9
2023-03-31 10:00:00;16;75.1;34.3;42.0
2023-03-31 11:00:00;23;76.8;51.5;63.5
2023-03-31 12:00:00;10;75.0;33.0;39.2
2023-03-31 13:00:00;25;75.4;43.5;54.5
2023-03-31 14:00:00;8;74.9;51.3;63.7
2023-03-31 15:00:00;29;75.1;41.8;54.8
2023-03-31 16:00:00;8;75.2;41.5;47.9
2023-03-31 17:00:00;14;74.6;33.1;40.2
2023-03-31 18:00:00;26;76.1;51.9;64.2
2023-03-31 19:00:00;30;76.0;41.7;54.2
2023-03-31 20:00:00;15;76.2;45.6;55.0
2023-03-31 21:00:00;39;76.5;49.6;65.7
2023-03-31 22:00:00;21;77.0;45.4;56.0
2023-03-31 23:00:00;30;76.3;44.4;56.8
2023-04-01 00:00:00;9;75.3;42.8;50.7
2023-04-01 01:00:00;11;74.5;35.9;42.4
2023-04-01 02:00:00;11;73.6;36.0;42.5
2023-04-01 03:00:00;30;74.3;44.1;55.3
2023-04-01 04:00:00;8;75.3;43.4;51.5
2023-04-01 05:00:00;12;74.9;35.9;42.9
2023-04-01 06:00:00;13;74.0;36.8;44.0
2023-04-01 07:00:00;30;76.7;51.9;64.6
2023-04-01 08:00:00;25;76.7;40.6;51.7
2023-04-01 09:00:00;26;77.8;50.8;64.5
2023-04-01 10:00:00;12;76.5;37.0;43.9
2023-04-01 11:00:00;42;78.3;52.9;71.1
2023-04-01 12:00:00;33;77.8;44.5;58.1
2023-04-01 13:00:00;39;78.7;53.4;73.0
2023-04-01 14:00:00;29;77.3;47.4;59.8
2023-04-01 15:00:00;44;78.2;51.5;73.1
2023-04-01 16:00:00;19;77.4;48.6;59.5
2023-04-01 17:00:00;15;75.4;34.2;42.0
2023-04-01 18:00:00;42;77.9;53.5;73.1
2023-04-01 19:00:00;27;77.6;51.2;65.0
2023-04-01 20:00:00;38;76.6;46.2;61.9
2023-04-01 21:00:00;16;77.0;44.2;53.3
2023-04-01 22:00:00;35;77.2;48.5;63.8
2023-04-01 23:00:00;14;76.6;41.1;49.4
2023-04-02 00:00:00;12;74.9;35.4;42.2
2023-04-02 01:00:00;12;73.8;36.0;42.6
2023-04-02 02:00:00;35;75.6;48.1;61.5
2023-04-02 03:00:00;9;75.9;39.0;46.1
2023-04-02 04:00:00;12;74.9;36.0;43.3
2023-04-02 05:00:00;12;74.0;36.5;43.5
2023-04-02 06:00:00;30;76.7;52.2;65.1
2023-04-02 07:00:00;13;76.1;37.0;44.9
2023-04-02 08:00:00;13;75.3;37.0;44.8
2023-04-02 09:00:00;33;76.4;45.9;59.8
2023-04-02 10:00:00;11;77.3;42.3;50.0
2023-04-02 11:00:00;16;76.1;36.9;44.6
2023-04-02 12:00:00;51;78.3;50.6;73.1
2023-04-02 13:00:00;44;78.9;52.3;73.0
2023-04-02 14:00:00;16;77.3;44.2;53.3
2023-04-02 15:00:00;32;77.3;47.5;61.7
2023-04-02 16:00:00;9;76.4;39.3;46.1
2023-04-02 17:00:00;35;77.3;50.2;65.7
2023-04-02 18:00:00;38;77.1;44.5;60.1
2023-04-02 19:00:00;43;78.0;52.0;73.0
2023-04-02 20:00:00;50;78.0;50.2;73.0
2023-04-02 21:00:00;49;78.0;50.9;73.0
2023-04-02 22:00:00;44;78.0;52.4;73.0
2023-04-02 23:00:00;43;78.0;52.6;73.0
2023-04-03 00:00:00;38;78.0;54.1;72.3
2023-04-03 01:00:00;31;76.7;42.9;55.7
2023-04-03 02:00:00;39;77.7;54.3;73.0
2023-04-03 03:00:00;29;76.6;43.0;54.3
2023-04-03 04:00:00;41;78.0;53.7;73.0
2023-04-03 05:00:00;27;77.2;44.2;55.1
2023-04-03 06:00:00;49;78.5;51.5;73.1
2023-04-03 07:00:00;47;79.0;51.9;73.0
2023-04-03 08:00:00;27;78.5;50.0;63.1
2023-04-03 09:00:00;25;76.9;39.1;49.8
2023-04-03 10:00:00;38;79.0;54.3;72.6
2023-04-03 11:00:00;16;77.2;37.1;45.0
2023-04-03 12:00:00;29;78.0;51.2;64.9
2023-04-03 13:00:00;21;77.0;37.7;47.2
2023-04-03 14:00:00;22;78.0;48.8;60.5
2023-04-03 15:00:00;12;76.5;35.5;42.6
2023-04-03 16:00:00;29;76.1;40.6;52.3
2023-04-03 17:00:00;17;77.7;46.3;56.5
2023-04-03 18:00:00;20;76.5;36.5;45.5
2023-04-03 19:00:00;33;78.5;52.6;68.1
2023-04-03 20:00:00;34;77.5;40.6;54.3
2023-04-03 21:00:00;44;79.0;52.4;73.0
2023-04-03 22:00:00;17;77.8;44.6;53.8
2023-04-03 23:00:00;40;77.9;47.9;64.3
2023-04-04 00:00:00;13;77.3;42.2;49.6
2023-04-04 01:00:00;15;76.1;38.0;46.3
2023-04-04 02:00:00;15;75.4;38.0;46.8
2023-04-04 03:00:00;14;74.9;37.6;47.6
2023-04-04 04:00:00;32;77.6;49.4;61.9
2023-04-04 05:00:00;15;77.0;39.2;48.0
2023-04-04 06:00:00;16;76.4;39.4;48.7
2023-04-04 07:00:00;38;78.3;49.8;65.9
2023-04-04 08:00:00;21;78.2;41.8;51.7
2023-04-04 09:00:00;62;79.9;48.6;73.1
2023-04-04 10:00:00;47;80.1;52.6;73.1
2023-04-04 11:00:00;14;78.5;42.9;51.0
2023-04-04 12:00:00;15;77.4;38.4;46.6
2023-04-04 13:00:00;44;79.2;50.0;68.6
2023-04-04 14:00:00;13;78.5;41.8;49.5
2023-04-04 15:00:00;12;77.0;37.0;43.8
2023-04-04 16:00:00;39;78.4;51.4;69.1
2023-04-04 17:00:00;11;77.7;37.8;44.9
2023-04-04 18:00:00;12;76.3;35.5;42.5
2023-04-04 19:00:00;40;78.3;51.4;69.0
2023-04-04 20:00:00;13;77.8;38.3;45.8
2023-04-04 21:00:00;51;79.3;51.6;72.8
2023-04-04 22:00:00;16;78.3;43.3;52.2
2023-04-04 23:00:00;38;78.4;49.4;64.6
2023-04-05 00:00:00;11;77.1;38.5;45.7
2023-04-05 01:00:00;15;77.0;38.0;46.5
2023-04-05 02:00:00;15;76.0;38.6;46.7
2023-04-05 03:00:00;15;76.0;38.9;47.0
2023-04-05 04:00:00;30;77.8;48.9;61.6
2023-04-05 05:00:00;14;77.6;39.6;48.0
2023-04-05 06:00:00;17;77.0;39.9;48.9
2023-04-05 07:00:00;39;79.1;50.9;66.9
2023-04-05 08:00:00;14;78.8;40.8;49.3
2023-04-05 09:00:00;35;78.6;45.0;59.6
2023-04-05 10:00:00;21;79.4;47.3;58.4
2023-04-05 11:00:00;22;78.0;39.9;50.0
2023-04-05 12:00:00;38;79.8;52.8;69.6
2023-04-05 13:00:00;13;78.4;38.5;46.2
2023-04-05 14:00:00;40;79.0;47.9;64.9
2023-04-05 15:00:00;15;78.6;44.4;53.1
2023-04-05 16:00:00;26;77.7;40.5;51.7
2023-04-05 17:00:00;14;78.0;47.0;56.5
2023-04-05 18:00:00;26;77.4;38.8;50.0
2023-04-05 19:00:00;39;79.3;53.6;73.0
2023-04-05 20:00:00;18;78.1;40.9;49.8
2023-04-05 21:00:00;44;79.0;52.8;73.1
2023-04-05 22:00:00;22;78.2;47.1;58.2
2023-04-05 23:00:00;26;77.6;40.0;50.9
2023-04-06 00:00:00;19;77.5;48.7;60.0
2023-04-06 01:00:00;15;77.0;37.6;45.7
2023-04-06 02:00:00;14;76.0;38.0;46.4
2023-04-06 03:00:00;15;76.0;38.9;47.0
2023-04-06 04:00:00;27;76.4;41.9;53.3
2023-04-06 05:00:00;18;78.3;46.2;55.4
2023-04-06 06:00:00;16;77.3;39.9;48.5
2023-04-06 07:00:00;34;78.3;47.1;61.8
2023-04-06 08:00:00;18;79.2;44.1;53.7
2023-04-06 09:00:00;37;78.7;44.2;59.3
2023-04-06 10:00:00;28;79.7;50.5;64.2
2023-04-06 11:00:00;16;78.2;38.6;47.1
2023-04-06 12:00:00;32;78.1;52.6;66.5
2023-04-06 13:00:00;12;77.8;36.9;44.4
2023-04-06 14:00:00;28;77.3;40.7;52.0
2023-04-06 15:00:00;17;79.1;47.1;57.4
2023-04-06 16:00:00;32;78.2;42.5;56.7
2023-04-06 17:00:00;14;78.1;45.6;54.7
2023-04-06 18:00:00;20;76.7;36.7;45.5
2023-04-06 19:00:00;20;78.0;49.0;60.5
2023-04-06 20:00:00;35;78.1;45.6;61.4
2023-04-06 21:00:00;23;78.4;48.3;60.5
2023-04-06 22:00:00;28;77.5;41.9;55.0
2023-04-06 23:00:00;11;77.4;43.7;51.6
2023-04-07 00:00:00;21;76.4;36.7;45.4
2023-04-07 01:00:00;40;78.1;53.4;73.0
2023-04-07 02:00:00;9;76.7;38.4;44.3
2023-04-07 03:00:00;12;75.5;35.5;42.4
2023-04-07 04:00:00;12;74.8;36.0;42.8
2023-04-07 05:00:00;12;74.0;36.0;43.3
2023-04-07 06:00:00;29;76.9;51.8;65.0
2023-04-07 07:00:00;12;76.8;36.7;44.3
2023-04-07 08:00:00;13;76.0;37.0;44.5
2023-04-07 09:00:00;23;75.9;39.4;49.7
2023-04-07 10:00:00;23;78.2;48.8;60.0
2023-04-07 11:00:00;42;78.3;47.3;64.8
2023-04-07 12:00:00;22;78.5;47.2;58.8
2023-04-07 13:00:00;45;78.4;48.0;66.2
2023-04-07 14:00:00;18;78.1;45.3;55.5
2023-04-07 15:00:00;32;78.3;51.5;66.2
2023-04-07 16:00:00;11;77.0;35.2;42.4
2023-04-07 17:00:00;22;76.2;37.5;47.3
2023-04-07 18:00:00;17;77.7;48.7;59.2
2023-04-07 19:00:00;12;76.4;34.6;41.6
2023-04-07 20:00:00;47;78.4;52.5;73.1
2023-04-07 21:00:00;27;77.9;49.1;62.1
2023-04-07 22:00:00;36;77.9;45.2;60.6
2023-04-07 23:00:00;12;77.5;42.9;50.5
2023-04-08 00:00:00;14;76.1;36.5;44.1
2023-04-08 01:00:00;13;75.1;37.0;44.6
2023-04-08 02:00:00;14;75.0;37.0;45.3
2023-04-08 03:00:00;14;75.0;37.8;45.8
2023-04-08 04:00:00;30;77.6;49.6;62.2
2023-04-08 05:00:00;14;76.9;38.1;46.5
2023-04-08 06:00:00;15;76.0;38.2;47.3
2023-04-08 07:00:00;37;78.0;50.3;65.4
2023-04-08 08:00:00;12;78.1;39.9;47.3
2023-04-08 09:00:00;22;77.2;39.6;50.1
2023-04-08 10:00:00;39;79.8;52.9;70.9
2023-04-08 11:00:00;29;78.3;40.3;52.7
2023-04-08 12:00:00;46;79.9;51.5;73.0
2023-04-08 13:00:00;23;78.8;48.5;60.8
2023-04-08 14:00:00;42;78.7;49.8;68.9
2023-04-08 15:00:00;22;78.0;48.2;59.5
2023-04-08 16:00:00;8;76.0;33.0;38.8
2023-04-08 17:00:00;29;77.5;54.4;69.3
2023-04-08 18:00:00;16;75.9;33.3;41.6
2023-04-08 19:00:00;24;78.0;51.0;64.0
2023-04-08 20:00:00;23;76.2;35.0;44.7
2023-04-08 21:00:00;36;78.4;54.6;73.0
2023-04-08 22:00:00;8;76.3;35.4;41.1
2023-04-08 23:00:00;15;75.1;35.1;41.5
2023-04-09 00:00:00;24;77.1;50.7;63.2
2023-04-09 01:00:00;12;76.3;34.6;42.0
2023-04-09 02:00:00;15;74.6;35.7;43.3
2023-04-09 03:00:00;27;77.0;50.6;62.9
2023-04-09 04:00:00;14;76.3;35.7;43.6
2023-04-09 05:00:00;14;75.4;36.5;44.3
2023-04-09 06:00:00;31;77.1;47.9;59.5
2023-04-09 07:00:00;13;77.0;38.2;46.1
2023-04-09 08:00:00;15;76.1;38.0;46.4
2023-04-09 09:00:00;34;77.1;44.5;58.5
2023-04-09 10:00:00;27;78.7;51.0;64.9
2023-04-09 11:00:00;35;78.2;44.7;59.8
2023-04-09 12:00:00;39;79.0;54.0;73.0
2023-04-09 13:00:00;42;79.2;52.5;73.0
2023-04-09 14:00:00;42;79.0;52.6;73.0
2023-04-09 15:00:00;32;78.6;54.8;70.7
2023-04-09 16:00:00;16;76.5;36.3;45.2
2023-04-09 17:00:00;16;76.9;50.1;61.4
2023-04-09 18:00:00;11;75.7;33.2;39.8
2023-04-09 19:00:00;38;77.1;50.2;66.2
2023-04-09 20:00:00;22;77.0;39.4;49.2
2023-04-09 21:00:00;21;77.3;49.3;60.8
2023-04-09 22:00:00;27;76.3;37.9;48.9
2023-04-09 23:00:00;17;77.0;48.1;57.9
2023-04-10 00:00:00;12;75.9;34.7;41.9
2023-04-10 01:00:00;12;74.8;35.4;42.3
2023-04-10 02:00:00;12;73.3;36.0;42.7
2023-04-10 03:00:00;15;73.2;36.5;44.4
2023-04-10 04:00:00;25;76.6;51.7;64.4
2023-04-10 05:00:00;14;76.0;36.6;44.4
2023-04-10 06:00:00;14;75.8;37.6;45.6
2023-04-10 07:00:00;31;76.5;46.2;59.2
2023-04-10 08:00:00;11;77.1;41.5;47.7
2023-04-10 09:00:00;13;76.3;38.0;45.4
2023-04-10 10:00:00;45;78.6;52.8;72.0
2023-04-10 11:00:00;15;77.8;41.0;49.2
2023-04-10 12:00:00;39;78.3;48.7;65.5
2023-04-10 13:00:00;21;78.2;46.4;57.4
2023-04-10 14:00:00;31;78.0;47.1;61.8
2023-04-10 15:00:00;28;78.2;49.3;63.8
2023-04-10 16:00:00;8;76.4;40.2;46.5
2023-04-10 17:00:00;29;76.8;45.0;58.4
2023-04-10 18:00:00;7;75.8;42.9;51.0
2023-04-10 19:00:00;28;76.5;51.3;65.7
2023-04-10 20:00:00;7;74.7;34.6;40.3
2023-04-10 21:00:00;37;76.5;52.7;68.3
2023-04-10 22:00:00;10;75.7;38.1;44.9
2023-04-10 23:00:00;9;73.9;32.9;38.2
2023-04-11 00:00:00;18;72.8;35.6;43.3
2023-04-11 01:00:00;16;75.3;55.2;66.7
2023-04-11 02:00:00;8;73.8;31.6;37.6
2023-04-11 03:00:00;7;72.0;31.5;40.2
