Site;SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-02-22 05:00:00;20;79.5;28.9;41.0
2023-02-22 06:00:00;40;80.1;31.4;49.2
2023-02-22 07:00:00;32;80.0;31.8;49.2
2023-02-22 08:00:00;62;80.0;41.5;58.1
2023-02-22 09:00:00;27;80.2;31.5;47.9
2023-02-22 10:00:00;38;79.8;33.2;47.2
2023-02-22 11:00:00;36;80.1;39.5;50.5
2023-02-22 12:00:00;28;80.0;30.4;42.7
2023-02-22 13:00:00;40;79.6;39.7;50.7
2023-02-22 14:00:00;17;79.6;28.4;39.4
2023-02-22 15:00:00;16;79.1;28.0;38.8
2023-02-22 16:00:00;60;79.8;39.6;52.7
2023-02-22 17:00:00;19;79.3;29.1;41.2
2023-02-22 18:00:00;22;79.3;29.0;42.1
2023-02-22 19:00:00;21;79.1;29.0;42.1
2023-02-22 20:00:00;55;79.5;40.9;54.4
2023-02-22 21:00:00;22;79.3;29.0;41.9
2023-02-22 22:00:00;43;79.3;34.2;48.4
2023-02-22 23:00:00;8;71.0;49.7;51.8
2023-02-23 00:00:00;9;77.5;27.5;37.1
2023-02-23 01:00:00;9;78.4;27.2;37.1
2023-02-23 02:00:00;41;79.2;37.7;49.8
2023-02-23 03:00:00;8;78.2;31.7;38.4
2023-02-23 04:00:00;12;78.8;27.1;37.6
2023-02-23 05:00:00;11;78.8;27.0;37.4
2023-02-23 06:00:00;33;79.4;29.1;44.1
2023-02-23 07:00:00;52;79.5;41.2;55.8
2023-02-23 08:00:00;24;79.5;30.0;44.1
2023-02-23 09:00:00;58;79.6;40.5;54.3
2023-02-23 10:00:00;34;79.2;38.0;49.0
2023-02-23 11:00:00;14;78.2;33.9;40.1
2023-02-23 12:00:00;42;79.3;40.6;50.3
2023-02-23 13:00:00;13;78.7;27.6;38.4
2023-02-23 14:00:00;15;79.0;28.0;38.4
2023-02-23 15:00:00;46;78.8;41.8;52.5
2023-02-23 16:00:00;14;78.8;27.3;37.6
2023-02-23 17:00:00;15;78.0;27.3;37.6
2023-02-23 18:00:00;51;75.8;44.2;53.8
2023-02-23 19:00:00;18;78.5;28.0;39.1
2023-02-23 20:00:00;53;78.8;39.9;51.9
2023-02-23 21:00:00;15;78.3;28.2;39.4
2023-02-23 22:00:00;24;78.4;28.8;41.3
2023-02-23 23:00:00;32;77.1;60.4;71.3
2023-02-24 00:00:00;5;74.1;31.3;36.3
2023-02-24 01:00:00;10;77.9;27.0;36.7
2023-02-24 02:00:00;11;78.1;27.0;37.2
2023-02-24 03:00:00;37;78.5;39.0;50.6
2023-02-24 04:00:00;7;77.6;30.5;37.6
2023-02-24 05:00:00;11;78.2;27.0;37.2
2023-02-24 06:00:00;34;79.1;29.2;44.1
2023-02-24 07:00:00;29;79.1;30.2;45.2
2023-02-24 08:00:00;56;79.3;41.0;55.8
2023-02-24 09:00:00;27;79.3;31.0;46.1
2023-02-24 10:00:00;39;75.2;50.7;52.6
2023-02-24 11:00:00;18;77.2;29.5;40.0
2023-02-24 12:00:00;42;79.2;34.0;47.1
2023-02-24 13:00:00;23;79.1;36.3;45.4
2023-02-24 14:00:00;15;79.0;28.0;38.7
2023-02-24 15:00:00;14;79.0;28.0;38.3
2023-02-24 16:00:00;53;79.0;43.7;54.1
2023-02-24 17:00:00;14;78.6;27.5;38.3
2023-02-24 18:00:00;16;78.4;28.0;38.9
2023-02-24 19:00:00;16;78.9;28.0;38.9
2023-02-24 20:00:00;53;78.7;42.8;54.3
2023-02-24 21:00:00;25;78.4;28.1;40.0
2023-02-24 22:00:00;40;78.3;40.1;50.8
2023-02-24 23:00:00;1;65.1;26.8;36.0
2023-02-25 00:00:00;5;74.3;27.0;36.1
2023-02-25 01:00:00;40;77.8;42.2;50.1
2023-02-25 02:00:00;6;76.7;27.0;36.4
2023-02-25 03:00:00;8;77.6;26.4;36.4
2023-02-25 04:00:00;9;77.6;26.7;36.5
2023-02-25 05:00:00;8;78.0;26.7;36.6
2023-02-25 06:00:00;50;79.1;41.1;54.5
2023-02-25 07:00:00;23;79.0;29.0;42.5
2023-02-25 08:00:00;23;78.8;29.5;43.5
2023-02-25 09:00:00;43;79.2;35.3;50.0
2023-02-25 10:00:00;25;78.7;36.9;47.0
2023-02-25 11:00:00;17;78.9;27.9;40.0
2023-02-25 12:00:00;50;79.2;40.9;52.4
2023-02-25 13:00:00;10;77.9;27.2;38.2
2023-02-25 14:00:00;30;78.5;31.4;43.4
2023-02-25 15:00:00;23;78.4;36.9;46.0
2023-02-25 16:00:00;16;78.0;27.7;38.9
2023-02-25 17:00:00;23;78.7;28.7;42.1
2023-02-25 18:00:00;58;78.6;40.4;54.6
2023-02-25 19:00:00;26;78.8;30.0;45.2
2023-02-25 20:00:00;58;78.8;41.1;56.0
2023-02-25 21:00:00;25;79.0;30.4;45.8
2023-02-25 22:00:00;25;79.0;30.9;46.5
2023-02-25 23:00:00;5;76.4;29.2;40.5
2023-02-26 00:00:00;46;78.9;41.3;53.4
2023-02-26 01:00:00;15;79.0;28.5;40.6
2023-02-26 02:00:00;16;79.0;29.0;40.9
2023-02-26 03:00:00;17;79.0;29.0;41.7
2023-02-26 04:00:00;41;79.5;41.4;53.5
2023-02-26 05:00:00;22;79.2;28.8;43.2
2023-02-26 06:00:00;42;80.0;32.2;52.2
2023-02-26 07:00:00;37;80.0;32.7;52.8
2023-02-26 08:00:00;41;80.0;33.0;54.6
2023-02-26 09:00:00;56;80.3;42.1;61.0
2023-02-26 10:00:00;79;80.5;45.6;63.4
2023-02-26 11:00:00;47;80.1;34.3;54.5
2023-02-26 12:00:00;55;80.5;40.7;59.1
2023-02-26 13:00:00;29;80.5;33.6;52.2
2023-02-26 14:00:00;56;80.5;37.8;57.0
2023-02-26 15:00:00;28;80.5;32.2;51.4
2023-02-26 16:00:00;27;80.4;32.4;51.4
2023-02-26 17:00:00;29;80.3;32.7;52.1
2023-02-26 18:00:00;61;80.7;41.2;60.0
2023-02-26 19:00:00;31;80.7;33.2;53.7
2023-02-26 20:00:00;61;80.8;39.5;59.3
2023-02-26 21:00:00;35;81.0;35.3;54.6
2023-02-26 22:00:00;30;80.8;33.0;53.2
2023-02-26 23:00:00;10;79.8;30.4;44.2
2023-02-27 00:00:00;51;80.8;39.6;53.8
2023-02-27 01:00:00;19;80.4;30.1;44.5
2023-02-27 02:00:00;20;80.7;29.8;44.2
2023-02-27 03:00:00;22;81.0;29.7;44.3
2023-02-27 04:00:00;48;81.0;39.0;54.0
2023-02-27 05:00:00;22;81.0;30.6;44.8
2023-02-27 06:00:00;42;81.0;32.4;54.0
2023-02-27 07:00:00;38;81.0;33.0;54.8
2023-02-27 08:00:00;78;81.3;43.5;63.0
2023-02-27 09:00:00;37;81.3;34.3;55.2
2023-02-27 10:00:00;56;81.2;40.0;57.5
2023-02-27 11:00:00;29;81.2;32.9;50.5
2023-02-27 12:00:00;25;81.0;32.3;48.9
2023-02-27 13:00:00;53;81.5;40.8;55.7
2023-02-27 14:00:00;21;81.0;31.6;46.0
2023-02-27 15:00:00;24;81.0;31.3;46.8
2023-02-27 16:00:00;48;80.9;36.1;52.8
2023-02-27 17:00:00;37;81.0;37.6;53.1
2023-02-27 18:00:00;32;81.0;33.1;51.0
2023-02-27 19:00:00;67;81.1;42.3;60.2
2023-02-27 20:00:00;47;81.1;36.1;55.1
2023-02-27 21:00:00;52;81.1;41.1;58.1
2023-02-27 22:00:00;34;81.0;33.5;53.0
2023-02-27 23:00:00;15;80.4;31.4;44.7
2023-02-28 00:00:00;51;81.0;38.1;52.7
2023-02-28 01:00:00;20;80.9;32.3;44.7
2023-02-28 02:00:00;18;80.9;30.7;43.6
2023-02-28 03:00:00;20;80.7;30.2;43.8
2023-02-28 04:00:00;21;80.9;30.7;43.7
2023-02-28 05:00:00;40;81.0;41.8;54.5
2023-02-28 06:00:00;43;81.1;33.6;53.5
2023-02-28 07:00:00;35;81.4;33.6;53.2
2023-02-28 08:00:00;69;81.4;42.0;60.8
2023-02-28 09:00:00;35;81.4;35.1;53.8
2023-02-28 10:00:00;37;81.3;34.3;53.1
2023-02-28 11:00:00;44;81.3;39.4;54.7
2023-02-28 12:00:00;23;81.1;32.2;47.2
2023-02-28 13:00:00;33;81.1;32.4;47.5
2023-02-28 14:00:00;44;81.3;39.3;52.9
2023-02-28 15:00:00;23;81.0;31.1;45.7
2023-02-28 16:00:00;23;80.9;31.0;45.8
2023-02-28 17:00:00;62;80.9;40.5;56.4
2023-02-28 18:00:00;31;80.8;32.2;48.7
2023-02-28 19:00:00;35;80.8;32.8;50.9
2023-02-28 20:00:00;70;80.7;42.1;59.7
2023-02-28 21:00:00;52;81.0;38.1;56.3
2023-02-28 22:00:00;34;80.8;34.7;52.8
2023-02-28 23:00:00;36;80.4;38.9;51.8
2023-03-01 00:00:00;19;80.4;30.0;43.7
2023-03-01 01:00:00;19;80.7;30.0;43.5
2023-03-01 02:00:00;20;80.7;30.0;43.7
2023-03-01 03:00:00;41;80.7;35.9;50.2
2023-03-01 04:00:00;26;80.8;36.3;48.5
2023-03-01 05:00:00;21;80.8;30.0;43.8
2023-03-01 06:00:00;42;81.0;33.5;53.2
2023-03-01 07:00:00;40;81.0;34.2;53.7
2023-03-01 08:00:00;54;81.2;41.8;59.3
2023-03-01 09:00:00;33;81.1;34.0;52.8
2023-03-01 10:00:00;63;81.3;40.7;58.0
2023-03-01 11:00:00;28;81.0;33.3;50.7
2023-03-01 12:00:00;55;81.2;40.6;56.9
2023-03-01 13:00:00;25;81.0;32.1;47.6
2023-03-01 14:00:00;50;80.9;38.5;53.5
2023-03-01 15:00:00;25;80.8;31.3;46.2
2023-03-01 16:00:00;26;80.7;31.6;46.9
2023-03-01 17:00:00;58;81.0;40.9;56.3
2023-03-01 18:00:00;31;80.7;32.2;48.4
2023-03-01 19:00:00;59;81.0;40.4;57.0
2023-03-01 20:00:00;52;80.7;40.2;56.4
2023-03-01 21:00:00;30;80.8;33.1;50.9
2023-03-01 22:00:00;51;80.7;38.2;55.9
2023-03-01 23:00:00;7;79.5;30.2;42.3
2023-03-02 00:00:00;18;80.0;30.0;42.8
2023-03-02 01:00:00;31;80.2;31.9;45.1
2023-03-02 02:00:00;34;80.4;39.8;51.6
2023-03-02 03:00:00;19;80.1;29.8;42.5
2023-03-02 04:00:00;16;80.1;29.9;41.4
2023-03-02 05:00:00;18;80.2;29.2;42.1
2023-03-02 06:00:00;58;81.0;40.8;57.7
2023-03-02 07:00:00;30;80.9;32.8;50.2
2023-03-02 08:00:00;31;80.9;33.1;50.7
2023-03-02 09:00:00;62;81.0;41.2;57.6
2023-03-02 10:00:00;25;80.8;32.5;48.6
2023-03-02 11:00:00;58;80.9;41.2;56.8
2023-03-02 12:00:00;24;80.8;31.0;45.5
2023-03-02 13:00:00;29;80.7;31.0;46.3
2023-03-02 14:00:00;54;80.5;38.5;54.0
2023-03-02 15:00:00;25;80.3;30.8;45.8
2023-03-02 16:00:00;54;80.5;39.3;54.4
2023-03-02 17:00:00;24;80.0;30.6;45.2
2023-03-02 18:00:00;26;80.1;30.9;46.5
2023-03-02 19:00:00;58;80.3;38.3;55.0
2023-03-02 20:00:00;34;80.1;34.6;50.9
2023-03-02 21:00:00;37;80.4;33.3;51.3
2023-03-02 22:00:00;48;80.4;38.8;55.7
2023-03-02 23:00:00;12;79.6;30.5;42.7
2023-03-03 00:00:00;16;80.0;30.0;42.3
2023-03-03 01:00:00;50;80.3;40.6;53.9
2023-03-03 02:00:00;18;80.2;30.0;43.0
2023-03-03 03:00:00;21;80.2;30.0;43.7
2023-03-03 04:00:00;21;80.4;30.0;43.5
2023-03-03 05:00:00;37;80.8;35.5;49.7
2023-03-03 06:00:00;50;81.1;37.8;57.0
2023-03-03 07:00:00;36;80.9;33.4;54.4
2023-03-03 08:00:00;57;81.3;38.1;58.3
2023-03-03 09:00:00;45;81.1;39.2;56.4
2023-03-03 10:00:00;26;81.0;33.1;48.4
2023-03-03 11:00:00;46;81.2;39.2;54.0
2023-03-03 12:00:00;23;81.1;31.4;46.1
2023-03-03 13:00:00;52;81.3;39.3;53.7
2023-03-03 14:00:00;23;81.0;31.3;45.1
2023-03-03 15:00:00;23;81.0;31.1;45.1
2023-03-03 16:00:00;64;81.0;41.0;56.2
2023-03-03 17:00:00;23;80.5;31.4;45.3
2023-03-03 18:00:00;58;80.6;40.2;55.3
2023-03-03 19:00:00;29;80.7;31.4;46.7
2023-03-03 20:00:00;27;80.6;31.6;46.9
2023-03-03 21:00:00;70;80.7;44.5;60.1
2023-03-03 22:00:00;28;80.4;31.9;47.9
2023-03-03 23:00:00;11;79.4;29.6;42.0
2023-03-04 00:00:00;15;80.0;29.3;41.4
2023-03-04 01:00:00;20;80.0;29.8;42.4
2023-03-04 02:00:00;46;80.5;41.5;54.3
2023-03-04 03:00:00;19;80.2;29.6;42.2
2023-03-04 04:00:00;20;80.5;29.8;42.6
2023-03-04 05:00:00;22;80.8;30.0;43.1
2023-03-04 06:00:00;66;81.1;42.0;59.7
2023-03-04 07:00:00;38;81.0;34.2;53.2
2023-03-04 08:00:00;37;81.1;34.1;54.2
2023-03-04 09:00:00;56;81.1;37.7;57.2
2023-03-04 10:00:00;31;80.8;38.0;49.8
2023-03-04 11:00:00;22;80.7;31.0;44.2
2023-03-04 12:00:00;22;81.1;31.3;44.8
2023-03-04 13:00:00;51;80.8;42.6;55.9
2023-03-04 14:00:00;15;80.6;29.7;41.6
2023-03-04 15:00:00;47;80.4;39.8;52.7
2023-03-04 16:00:00;19;80.1;29.0;41.3
2023-03-04 17:00:00;21;79.9;29.0;41.7
2023-03-04 18:00:00;21;80.0;29.4;42.3
2023-03-04 19:00:00;49;80.2;40.1;53.0
2023-03-04 20:00:00;22;80.0;30.0;42.7
2023-03-04 21:00:00;23;80.1;30.0;43.5
2023-03-04 22:00:00;61;80.2;40.3;54.8
2023-03-04 23:00:00;5;75.4;30.8;40.5
2023-03-05 00:00:00;14;79.9;28.5;39.4
2023-03-05 01:00:00;15;79.9;29.0;40.0
2023-03-05 02:00:00;34;80.0;34.5;46.7
2023-03-05 03:00:00;24;80.1;36.0;47.0
2023-03-05 04:00:00;21;80.0;29.1;41.8
2023-03-05 05:00:00;22;80.0;29.9;42.6
2023-03-05 06:00:00;45;80.7;33.0;51.8
2023-03-05 07:00:00;55;80.8;42.1;59.2
2023-03-05 08:00:00;35;80.6;33.4;52.9
2023-03-05 09:00:00;32;80.8;33.1;51.8
2023-03-05 10:00:00;45;80.9;36.6;54.2
2023-03-05 11:00:00;34;80.9;37.3;51.5
2023-03-05 12:00:00;20;80.5;31.3;45.3
2023-03-05 13:00:00;47;80.4;36.4;51.7
2023-03-05 14:00:00;26;80.4;35.1;47.4
2023-03-05 15:00:00;42;80.2;35.0;50.2
2023-03-05 16:00:00;29;80.1;34.9;47.7
2023-03-05 17:00:00;20;80.0;30.1;43.8
2023-03-05 18:00:00;24;80.0;30.8;44.9
2023-03-05 19:00:00;61;80.2;41.0;56.0
2023-03-05 20:00:00;28;80.1;31.8;47.6
2023-03-05 21:00:00;64;80.3;41.0;57.5
2023-03-05 22:00:00;30;80.3;33.0;50.3
2023-03-05 23:00:00;38;80.0;38.2;50.2
2023-03-06 00:00:00;18;80.1;30.0;43.0
2023-03-06 01:00:00;21;80.1;30.0;43.2
2023-03-06 02:00:00;22;80.0;30.0;43.5
2023-03-06 03:00:00;46;80.5;41.7;55.2
2023-03-06 04:00:00;21;80.5;30.2;43.8
2023-03-06 05:00:00;23;80.7;30.0;44.1
2023-03-06 06:00:00;44;81.0;33.5;53.9
2023-03-06 07:00:00;39;81.0;33.6;54.1
2023-03-06 08:00:00;55;81.0;42.2;59.6
2023-03-06 09:00:00;36;80.9;33.8;52.4
2023-03-06 10:00:00;45;80.9;39.2;53.9
2023-03-06 11:00:00;21;80.7;30.6;45.0
2023-03-06 12:00:00;23;80.8;30.8;45.7
2023-03-06 13:00:00;51;80.8;40.2;54.2
2023-03-06 14:00:00;49;80.7;36.6;51.3
2023-03-06 15:00:00;19;80.1;30.2;43.1
2023-03-06 16:00:00;21;80.7;29.9;43.2
2023-03-06 17:00:00;22;79.9;30.0;43.6
2023-03-06 18:00:00;53;80.3;40.1;54.3
2023-03-06 19:00:00;28;80.1;30.7;45.8
2023-03-06 20:00:00;66;80.5;43.1;58.5
2023-03-06 21:00:00;30;80.0;31.0;48.0
2023-03-06 22:00:00;59;80.5;37.7;55.5
2023-03-06 23:00:00;15;79.7;30.3;42.4
2023-03-07 00:00:00;22;80.0;29.8;43.4
2023-03-07 01:00:00;23;80.2;29.7;43.5
2023-03-07 02:00:00;51;80.6;39.5;53.8
2023-03-07 03:00:00;21;80.3;29.9;44.0
2023-03-07 04:00:00;26;80.9;30.0;44.3
2023-03-07 05:00:00;26;81.0;30.0;44.5
2023-03-07 06:00:00;50;81.0;33.1;54.9
2023-03-07 07:00:00;64;81.1;42.3;60.9
2023-03-07 08:00:00;40;81.0;34.1;55.0
2023-03-07 09:00:00;72;81.3;41.5;60.8
2023-03-07 10:00:00;14;80.6;31.8;44.1
2023-03-07 11:00:00;39;80.7;33.4;48.4
2023-03-07 12:00:00;33;81.0;35.2;48.6
2023-03-07 13:00:00;23;81.0;30.2;44.1
2023-03-07 14:00:00;63;81.1;40.9;54.9
2023-03-07 15:00:00;21;80.6;30.0;41.4
2023-03-07 16:00:00;43;80.5;33.1;46.6
2023-03-07 17:00:00;34;80.5;33.8;45.8
2023-03-07 18:00:00;40;80.6;31.1;46.6
2023-03-07 19:00:00;66;80.7;39.9;56.1
2023-03-07 20:00:00;33;80.5;32.7;48.0
2023-03-07 21:00:00;28;80.1;32.7;47.1
2023-03-07 22:00:00;60;80.8;40.9;55.4
2023-03-07 23:00:00;6;77.4;31.5;40.6
2023-03-08 00:00:00;15;80.0;29.5;39.8
2023-03-08 01:00:00;16;80.0;29.0;39.8
2023-03-08 02:00:00;46;80.3;39.9;51.2
2023-03-08 03:00:00;17;80.0;29.1;40.1
2023-03-08 04:00:00;22;80.1;29.4;41.2
2023-03-08 05:00:00;23;80.0;30.0;41.8
2023-03-08 06:00:00;66;80.8;41.3;57.6
2023-03-08 07:00:00;33;80.4;33.3;48.8
2023-03-08 08:00:00;47;80.5;35.6;51.7
2023-03-08 09:00:00;40;80.5;37.6;51.6
2023-03-08 10:00:00;27;80.3;32.0;46.1
2023-03-08 11:00:00;55;80.5;38.8;53.1
2023-03-08 12:00:00;24;80.1;31.0;43.5
2023-03-08 13:00:00;40;80.2;33.3;46.5
2023-03-08 14:00:00;35;80.2;36.6;47.8
2023-03-08 15:00:00;24;80.0;29.9;41.8
2023-03-08 16:00:00;25;80.0;30.0;42.6
2023-03-08 17:00:00;60;80.3;40.2;54.6
2023-03-08 18:00:00;26;80.0;30.7;44.5
2023-03-08 19:00:00;57;80.1;41.5;55.3
2023-03-08 20:00:00;20;79.9;30.1;42.5
2023-03-08 21:00:00;64;80.1;43.0;56.9
2023-03-08 22:00:00;22;79.9;30.0;43.2
2023-03-08 23:00:00;3;76.1;30.1;37.5
2023-03-09 00:00:00;10;78.9;27.9;37.3
2023-03-09 01:00:00;24;78.6;30.0;40.1
2023-03-09 02:00:00;24;77.7;59.7;73.5
2023-03-09 03:00:00;1;66.9;36.5;39.5
2023-03-09 04:00:00;2;74.3;26.0;31.9
2023-03-09 05:00:00;2;75.3;25.9;33.3
2023-03-09 06:00:00;48;79.5;38.5;50.0
2023-03-09 07:00:00;20;79.1;27.8;38.7
2023-03-09 08:00:00;52;79.3;38.8;50.5
2023-03-09 09:00:00;20;79.0;28.5;39.1
2023-03-09 10:00:00;55;79.2;38.3;50.9
2023-03-09 11:00:00;16;78.5;32.5;40.6
2023-03-09 12:00:00;15;78.7;27.7;37.1
2023-03-09 13:00:00;46;78.6;42.8;50.7
2023-03-09 14:00:00;7;77.1;27.1;35.2
2023-03-09 15:00:00;11;77.9;26.7;34.8
2023-03-09 16:00:00;13;77.7;26.5;35.5
2023-03-09 17:00:00;41;77.8;43.5;50.3
2023-03-09 18:00:00;16;77.6;26.8;36.7
2023-03-09 19:00:00;52;78.1;38.9;51.5
2023-03-09 20:00:00;11;77.0;30.1;37.6
2023-03-09 21:00:00;55;77.9;41.6;52.3
2023-03-09 22:00:00;20;77.7;28.4;39.7
2023-03-09 23:00:00;1;66.2;28.5;38.8
2023-03-10 00:00:00;4;73.6;27.1;34.0
2023-03-10 01:00:00;35;76.8;37.4;47.2
2023-03-10 02:00:00;8;76.9;34.2;39.3
2023-03-10 03:00:00;11;77.0;27.0;36.2
2023-03-10 04:00:00;11;77.3;27.0;36.3
2023-03-10 05:00:00;12;77.5;27.0;36.5
2023-03-10 06:00:00;54;78.4;39.4;51.9
2023-03-10 07:00:00;26;78.4;29.5;42.3
2023-03-10 08:00:00;24;78.4;29.4;42.2
2023-03-10 09:00:00;53;78.7;41.0;52.7
2023-03-10 10:00:00;23;78.5;29.3;41.5
2023-03-10 11:00:00;49;78.6;38.5;51.3
2023-03-10 12:00:00;19;78.4;29.0;40.7
2023-03-10 13:00:00;18;78.1;29.0;40.2
2023-03-10 14:00:00;53;78.7;42.5;53.9
2023-03-10 15:00:00;16;78.3;28.7;40.1
2023-03-10 16:00:00;17;78.1;29.0;39.6
2023-03-10 17:00:00;18;78.0;29.0;39.7
2023-03-10 18:00:00;47;78.5;39.0;51.5
2023-03-10 19:00:00;20;78.3;31.8;42.9
2023-03-10 20:00:00;23;78.2;30.0;42.2
2023-03-10 21:00:00;69;78.8;42.4;56.6
2023-03-10 22:00:00;27;78.8;31.0;45.0
2023-03-10 23:00:00;5;74.2;30.3;40.2
2023-03-11 00:00:00;15;78.2;28.6;39.2
2023-03-11 01:00:00;50;78.6;40.7;52.7
2023-03-11 02:00:00;15;78.5;31.4;41.1
2023-03-11 03:00:00;18;78.9;29.0;40.4
2023-03-11 04:00:00;18;78.9;29.0;40.4
2023-03-11 05:00:00;20;79.0;29.0;41.1
2023-03-11 06:00:00;65;79.6;41.4;57.3
2023-03-11 07:00:00;30;79.6;32.2;48.7
2023-03-11 08:00:00;30;79.2;32.1;48.3
2023-03-11 09:00:00;61;79.6;42.5;57.1
2023-03-11 10:00:00;28;79.7;31.9;47.7
2023-03-11 11:00:00;59;79.7;40.3;55.9
2023-03-11 12:00:00;25;79.5;31.0;46.0
2023-03-11 13:00:00;49;79.9;36.7;51.9
2023-03-11 14:00:00;29;79.7;34.8;48.3
2023-03-11 15:00:00;23;79.6;31.0;45.2
2023-03-11 16:00:00;53;79.7;39.5;54.0
2023-03-11 17:00:00;26;79.5;31.0;46.3
2023-03-11 18:00:00;40;79.5;32.8;48.8
2023-03-11 19:00:00;50;79.7;40.4;54.5
2023-03-11 20:00:00;26;79.5;31.0;46.2
2023-03-11 21:00:00;50;79.5;38.6;53.1
2023-03-11 22:00:00;24;79.5;31.0;46.2
2023-03-11 23:00:00;3;76.1;30.9;39.8
2023-03-12 00:00:00;26;79.1;31.8;43.3
2023-03-12 01:00:00;25;78.9;38.9;48.2
2023-03-12 02:00:00;12;79.0;28.5;39.1
2023-03-12 03:00:00;12;79.0;28.2;38.9
2023-03-12 04:00:00;14;79.0;28.1;39.2
2023-03-12 05:00:00;33;79.4;40.9;51.3
2023-03-12 06:00:00;31;79.8;30.1;45.4
2023-03-12 07:00:00;25;79.9;30.7;45.2
2023-03-12 08:00:00;23;79.6;30.6;44.9
2023-03-12 09:00:00;59;79.8;40.6;55.8
2023-03-12 10:00:00;47;79.8;36.9;50.3
2023-03-12 11:00:00;25;79.6;33.5;45.2
2023-03-12 12:00:00;30;79.2;33.2;44.8
2023-03-12 13:00:00;14;77.7;37.3;42.8
2023-03-12 14:00:00;11;78.7;27.9;37.3
2023-03-12 15:00:00;10;78.3;27.7;37.1
2023-03-12 16:00:00;40;78.6;37.9;49.0
2023-03-12 17:00:00;12;78.2;32.6;40.0
2023-03-12 18:00:00;15;78.2;27.9;38.3
2023-03-12 19:00:00;62;78.6;41.6;55.0
2023-03-12 20:00:00;19;78.5;30.4;42.2
2023-03-12 21:00:00;51;78.8;39.5;53.5
2023-03-12 22:00:00;21;78.8;30.1;43.6
2023-03-12 23:00:00;3;72.3;29.6;40.8
2023-03-13 00:00:00;9;77.7;27.7;38.0
2023-03-13 01:00:00;35;78.3;37.0;48.0
2023-03-13 02:00:00;10;76.0;41.5;42.7
2023-03-13 03:00:00;7;77.9;27.3;36.4
2023-03-13 04:00:00;7;77.9;27.0;36.5
2023-03-13 05:00:00;7;78.0;27.0;36.1
2023-03-13 06:00:00;47;79.2;39.3;51.8
2023-03-13 07:00:00;21;79.0;29.0;41.6
2023-03-13 08:00:00;20;78.9;29.0;41.6
2023-03-13 09:00:00;52;79.3;41.7;54.1
2023-03-13 10:00:00;5;77.4;27.7;35.5
2023-03-13 11:00:00;38;74.4;39.0;50.7
2023-03-13 12:00:00;9;78.1;27.2;35.7
2023-03-13 13:00:00;39;78.4;35.9;46.3
2023-03-13 14:00:00;14;76.8;37.1;40.9
2023-03-13 15:00:00;28;77.2;37.3;43.8
2023-03-13 16:00:00;8;76.9;26.0;34.4
2023-03-13 17:00:00;7;76.7;26.0;34.2
2023-03-13 18:00:00;18;77.0;26.9;36.7
2023-03-13 19:00:00;43;77.4;41.8;51.1
2023-03-13 20:00:00;14;76.9;27.0;36.2
2023-03-13 21:00:00;41;76.7;39.5;48.5
2023-03-13 22:00:00;10;76.4;26.0;34.9
2023-03-13 23:00:00;39;76.7;52.1;57.5
2023-03-14 00:00:00;8;74.8;30.7;36.2
2023-03-14 01:00:00;11;76.6;27.0;36.6
2023-03-14 02:00:00;13;77.0;27.3;37.5
2023-03-14 03:00:00;11;76.7;27.3;37.5
2023-03-14 04:00:00;34;77.7;41.4;50.8
2023-03-14 05:00:00;13;77.1;27.6;37.7
2023-03-14 06:00:00;32;78.0;29.5;43.9
2023-03-14 07:00:00;26;78.2;30.0;44.2
2023-03-14 08:00:00;56;78.3;42.1;55.7
2023-03-14 09:00:00;22;78.1;30.1;43.3
2023-03-14 10:00:00;25;78.4;30.0;43.7
2023-03-14 11:00:00;59;78.6;40.5;54.3
2023-03-14 12:00:00;24;78.4;30.2;44.1
2023-03-14 13:00:00;21;78.2;29.9;42.9
2023-03-14 14:00:00;63;78.9;40.3;55.4
2023-03-14 15:00:00;18;78.4;30.1;43.4
2023-03-14 16:00:00;54;78.6;38.3;52.2
2023-03-14 17:00:00;24;78.8;30.9;44.8
2023-03-14 18:00:00;58;78.7;40.5;55.1
2023-03-14 19:00:00;24;78.9;30.1;44.2
2023-03-14 20:00:00;61;79.1;43.0;57.0
2023-03-14 21:00:00;24;79.0;30.5;45.1
2023-03-14 22:00:00;23;79.0;30.6;45.1
2023-03-14 23:00:00;35;77.6;46.4;51.9
2023-03-15 00:00:00;7;76.7;30.8;37.7
2023-03-15 01:00:00;13;78.5;28.0;38.6
2023-03-15 02:00:00;13;78.8;28.0;38.7
2023-03-15 03:00:00;41;79.1;42.1;52.4
2023-03-15 04:00:00;14;78.7;28.3;39.4
2023-03-15 05:00:00;17;79.0;28.0;39.7
2023-03-15 06:00:00;43;79.7;30.5;49.1
2023-03-15 07:00:00;45;79.7;33.7;52.5
2023-03-15 08:00:00;55;79.8;39.8;57.6
2023-03-15 09:00:00;56;79.9;38.7;56.7
2023-03-15 10:00:00;6;77.7;31.0;40.2
2023-03-15 11:00:00;45;79.5;38.3;50.5
