Site;SS47 Rue des Moulins 11 (ID 3247);SS47 Rue des Moulins 11 (ID 3247);SS47 Rue des Moulins 11 (ID 3247);SS47 Rue des Moulins 11 (ID 3247)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-01-01 00:00:00;;;;
2023-03-15 16:00:00;28;79.1;40.4;49.9
2023-03-15 17:00:00;9;76.6;33.2;41.5
2023-03-15 18:00:00;49;78.5;37.5;53.2
2023-03-15 19:00:00;45;79.0;41.9;56.1
2023-03-15 20:00:00;47;79.4;43.0;57.5
2023-03-15 21:00:00;48;79.0;43.5;58.5
2023-03-15 22:00:00;48;79.9;44.0;59.0
2023-03-15 23:00:00;9;77.0;36.7;46.3
2023-03-16 00:00:00;12;76.0;34.0;46.8
2023-03-16 01:00:00;12;76.1;34.0;47.2
2023-03-16 02:00:00;12;76.0;34.0;47.2
2023-03-16 03:00:00;13;76.5;34.0;47.5
2023-03-16 04:00:00;44;77.6;36.2;57.7
2023-03-16 05:00:00;78;80.3;49.3;73.5
2023-03-16 06:00:00;85;81.0;55.5;75.9
2023-03-16 07:00:00;56;80.4;47.4;64.3
2023-03-16 08:00:00;59;80.4;46.0;63.9
2023-03-16 09:00:00;53;80.6;45.6;62.0
2023-03-16 10:00:00;52;80.5;44.9;60.8
2023-03-16 11:00:00;47;80.0;44.7;59.3
2023-03-16 12:00:00;45;80.1;44.4;58.4
2023-03-16 13:00:00;45;80.0;44.2;58.3
2023-03-16 14:00:00;43;80.0;44.8;58.2
2023-03-16 15:00:00;40;79.8;44.3;57.0
2023-03-16 16:00:00;12;67.2;41.5;48.6
2023-03-16 17:00:00;0;47.7;34.1;42.7
2023-03-16 18:00:00;45;74.2;36.0;50.7
2023-03-16 19:00:00;43;79.3;40.8;54.4
2023-03-16 20:00:00;44;79.1;42.4;56.2
2023-03-16 21:00:00;46;79.6;43.0;57.4
2023-03-16 22:00:00;46;79.7;43.7;58.1
2023-03-16 23:00:00;9;77.3;36.7;46.1
2023-03-17 00:00:00;11;76.0;34.0;46.4
2023-03-17 01:00:00;12;75.3;34.0;46.5
2023-03-17 02:00:00;12;76.0;34.0;46.7
2023-03-17 03:00:00;12;75.9;34.0;46.9
2023-03-17 04:00:00;28;76.5;34.5;51.8
2023-03-17 05:00:00;71;80.0;45.4;70.2
2023-03-17 06:00:00;81;80.6;51.9;73.1
2023-03-17 07:00:00;50;80.1;46.0;61.4
2023-03-17 08:00:00;53;80.0;44.9;61.1
2023-03-17 09:00:00;49;80.2;44.5;59.6
2023-03-17 10:00:00;46;80.0;43.7;57.9
2023-03-17 11:00:00;42;79.9;43.2;56.7
2023-03-17 12:00:00;39;80.0;50.0;62.1
2023-03-17 13:00:00;44;79.4;40.9;55.0
2023-03-17 14:00:00;34;79.0;42.1;53.2
2023-03-17 15:00:00;31;79.0;41.3;51.3
2023-03-17 16:00:00;21;73.9;40.0;48.7
2023-03-17 17:00:00;0;49.8;34.3;43.1
2023-03-17 18:00:00;40;74.8;35.2;49.7
2023-03-17 19:00:00;36;78.5;40.1;51.4
2023-03-17 20:00:00;38;77.9;41.0;53.0
2023-03-17 21:00:00;38;78.1;41.2;53.6
2023-03-17 22:00:00;38;78.6;42.0;54.0
2023-03-17 23:00:00;8;75.7;36.3;44.0
2023-03-18 00:00:00;10;75.0;34.0;44.3
2023-03-18 01:00:00;10;74.2;34.0;44.5
2023-03-18 02:00:00;11;74.0;33.9;44.7
2023-03-18 03:00:00;11;74.4;33.3;44.9
2023-03-18 04:00:00;11;74.0;33.0;45.1
2023-03-18 05:00:00;64;77.8;38.2;63.2
2023-03-18 06:00:00;74;79.6;50.0;70.5
2023-03-18 07:00:00;46;79.0;44.7;59.0
2023-03-18 08:00:00;49;79.2;43.7;58.7
2023-03-18 09:00:00;46;79.2;43.2;57.3
2023-03-18 10:00:00;43;79.0;42.9;56.4
2023-03-18 11:00:00;41;79.0;42.8;55.6
2023-03-18 12:00:00;37;79.0;42.9;54.7
2023-03-18 13:00:00;36;78.9;42.0;53.4
2023-03-18 14:00:00;33;79.0;41.0;51.9
2023-03-18 15:00:00;33;78.6;41.0;51.6
2023-03-18 16:00:00;24;76.1;40.6;48.6
2023-03-18 17:00:00;18;63.0;36.4;45.9
2023-03-18 18:00:00;37;78.0;39.3;50.9
2023-03-18 19:00:00;35;78.1;40.4;51.6
2023-03-18 20:00:00;37;77.7;41.0;52.9
2023-03-18 21:00:00;37;78.1;41.1;53.1
2023-03-18 22:00:00;36;78.0;41.0;52.9
2023-03-18 23:00:00;7;75.0;36.0;43.3
2023-03-19 00:00:00;9;73.4;33.9;43.5
2023-03-19 01:00:00;10;73.4;33.4;43.4
2023-03-19 02:00:00;10;73.0;33.0;43.4
2023-03-19 03:00:00;10;73.0;33.0;43.6
2023-03-19 04:00:00;10;73.0;33.0;43.5
2023-03-19 05:00:00;46;75.6;34.0;54.9
2023-03-19 06:00:00;69;78.9;46.5;66.7
2023-03-19 07:00:00;39;78.4;41.9;54.8
2023-03-19 08:00:00;44;78.8;47.2;61.0
2023-03-19 09:00:00;42;78.3;40.5;54.0
2023-03-19 10:00:00;39;78.2;41.0;53.2
2023-03-19 11:00:00;37;78.0;40.7;52.4
2023-03-19 12:00:00;34;78.2;40.1;51.2
2023-03-19 13:00:00;38;78.3;40.6;52.6
2023-03-19 14:00:00;38;78.0;40.8;52.6
2023-03-19 15:00:00;35;77.8;40.4;51.4
2023-03-19 16:00:00;32;77.9;39.6;49.8
2023-03-19 17:00:00;34;77.1;39.6;50.5
2023-03-19 18:00:00;36;77.6;40.0;51.5
2023-03-19 19:00:00;38;77.6;40.7;52.5
2023-03-19 20:00:00;40;77.8;41.4;53.9
2023-03-19 21:00:00;40;77.7;41.8;54.4
2023-03-19 22:00:00;39;77.9;41.6;53.9
2023-03-19 23:00:00;8;75.4;35.4;43.6
2023-03-20 00:00:00;10;74.1;32.9;43.7
2023-03-20 01:00:00;14;73.0;33.1;44.3
2023-03-20 02:00:00;24;77.9;64.1;75.0
2023-03-20 03:00:00;13;77.5;56.7;63.7
2023-03-20 04:00:00;11;75.2;33.3;44.2
2023-03-20 05:00:00;57;77.3;36.1;59.7
2023-03-20 06:00:00;69;78.7;48.1;68.0
2023-03-20 07:00:00;44;78.7;42.9;56.6
2023-03-20 08:00:00;44;78.9;42.0;56.0
2023-03-20 09:00:00;41;78.1;41.3;54.4
2023-03-20 10:00:00;40;78.5;41.4;54.0
2023-03-20 11:00:00;41;79.0;42.1;54.9
2023-03-20 12:00:00;37;78.4;42.2;54.0
2023-03-20 13:00:00;35;78.0;41.3;52.6
2023-03-20 14:00:00;32;78.0;40.6;50.9
2023-03-20 15:00:00;31;77.6;40.0;50.0
2023-03-20 16:00:00;8;63.0;38.5;46.0
2023-03-20 17:00:00;3;50.6;29.6;37.6
2023-03-20 18:00:00;23;55.2;28.2;42.1
2023-03-20 19:00:00;38;77.4;39.0;51.1
2023-03-20 20:00:00;39;77.2;40.3;52.6
2023-03-20 21:00:00;40;77.3;41.0;53.8
2023-03-20 22:00:00;41;77.7;42.0;54.5
2023-03-20 23:00:00;8;74.5;35.5;43.6
2023-03-21 00:00:00;10;73.3;33.0;44.2
2023-03-21 01:00:00;11;73.0;33.0;44.4
2023-03-21 02:00:00;11;73.0;33.0;44.7
2023-03-21 03:00:00;11;73.2;33.0;44.8
2023-03-21 04:00:00;11;73.9;33.0;45.0
2023-03-21 05:00:00;70;78.5;39.7;66.0
2023-03-21 06:00:00;76;79.1;50.0;70.6
2023-03-21 07:00:00;46;79.0;45.1;59.4
2023-03-21 08:00:00;47;79.1;43.8;58.5
2023-03-21 09:00:00;45;79.0;43.1;57.5
2023-03-21 10:00:00;42;79.0;43.0;56.3
2023-03-21 11:00:00;40;79.0;43.0;55.4
2023-03-21 12:00:00;38;79.0;43.0;54.8
2023-03-21 13:00:00;35;78.9;42.6;53.7
2023-03-21 14:00:00;33;78.4;42.0;52.6
2023-03-21 15:00:00;30;78.0;41.8;51.4
2023-03-21 16:00:00;22;77.3;40.5;47.8
2023-03-21 17:00:00;28;76.8;37.4;47.2
2023-03-21 18:00:00;31;77.8;40.0;49.6
2023-03-21 19:00:00;33;77.8;40.2;50.9
2023-03-21 20:00:00;35;77.6;41.0;52.4
2023-03-21 21:00:00;36;77.4;41.6;52.9
2023-03-21 22:00:00;35;77.9;42.0;53.1
2023-03-21 23:00:00;7;74.7;36.0;43.3
2023-03-22 00:00:00;9;73.4;33.0;43.2
2023-03-22 01:00:00;10;73.1;33.0;43.4
2023-03-22 02:00:00;10;74.2;33.0;43.8
2023-03-22 03:00:00;10;73.6;33.0;44.1
2023-03-22 04:00:00;10;73.7;33.0;44.3
2023-03-22 05:00:00;56;76.3;36.8;59.9
2023-03-22 06:00:00;73;79.0;49.1;69.3
2023-03-22 07:00:00;42;78.9;44.5;57.8
2023-03-22 08:00:00;45;78.8;43.4;57.5
2023-03-22 09:00:00;42;79.0;43.0;56.1
2023-03-22 10:00:00;39;79.0;42.9;55.0
2023-03-22 11:00:00;36;78.9;43.0;54.3
2023-03-22 12:00:00;35;78.6;42.9;53.9
2023-03-22 13:00:00;43;79.1;47.8;60.2
2023-03-22 14:00:00;32;78.1;41.4;51.6
2023-03-22 15:00:00;27;77.8;41.7;50.3
2023-03-22 16:00:00;4;59.0;37.7;44.4
2023-03-22 17:00:00;0;45.2;32.8;40.9
2023-03-22 18:00:00;0;40.8;30.2;39.1
2023-03-22 19:00:00;31;61.0;30.9;45.1
2023-03-22 20:00:00;31;77.3;39.5;49.4
2023-03-22 21:00:00;33;77.3;40.0;50.2
2023-03-22 22:00:00;33;77.3;40.1;50.7
2023-03-22 23:00:00;6;73.9;35.3;41.9
2023-03-23 00:00:00;8;73.2;33.0;42.0
2023-03-23 01:00:00;9;72.6;33.0;42.1
2023-03-23 02:00:00;9;72.9;33.0;42.1
2023-03-23 03:00:00;9;72.4;33.0;42.0
2023-03-23 04:00:00;9;71.7;33.0;42.1
2023-03-23 05:00:00;28;73.2;32.6;47.8
2023-03-23 06:00:00;66;77.9;44.0;64.0
2023-03-23 07:00:00;35;77.9;40.5;52.2
2023-03-23 08:00:00;34;78.0;40.8;51.6
2023-03-23 09:00:00;34;77.7;40.0;50.7
2023-03-23 10:00:00;31;77.5;39.8;49.3
2023-03-23 11:00:00;26;77.0;39.2;47.7
2023-03-23 12:00:00;9;74.4;36.1;41.5
2023-03-23 13:00:00;5;66.3;32.3;39.1
2023-03-23 14:00:00;0;43.7;28.9;38.9
2023-03-23 15:00:00;0;38.9;26.8;37.1
2023-03-23 16:00:00;36;67.1;30.5;46.0
2023-03-23 17:00:00;23;76.0;36.7;47.7
2023-03-23 18:00:00;21;75.0;35.9;47.2
2023-03-23 19:00:00;25;75.0;35.5;47.9
2023-03-23 20:00:00;30;76.1;38.9;48.5
2023-03-23 21:00:00;31;76.0;39.0;48.9
2023-03-23 22:00:00;30;76.0;39.0;49.0
2023-03-23 23:00:00;6;73.0;34.7;40.8
2023-03-24 00:00:00;8;72.4;33.0;40.9
2023-03-24 01:00:00;8;71.4;32.1;40.7
2023-03-24 02:00:00;8;70.6;32.0;40.8
2023-03-24 03:00:00;8;70.0;32.0;41.0
2023-03-24 04:00:00;8;70.4;32.0;41.1
2023-03-24 05:00:00;20;71.4;31.8;44.5
2023-03-24 06:00:00;57;77.0;49.1;65.7
2023-03-24 07:00:00;40;76.7;38.6;51.5
2023-03-24 08:00:00;37;76.5;40.0;51.2
2023-03-24 09:00:00;35;77.1;40.0;50.8
2023-03-24 10:00:00;33;76.8;39.5;49.9
2023-03-24 11:00:00;33;76.4;39.0;49.6
2023-03-24 12:00:00;29;76.9;39.1;48.5
2023-03-24 13:00:00;29;76.3;39.0;48.0
2023-03-24 14:00:00;30;76.5;39.0;48.8
2023-03-24 15:00:00;33;76.4;39.5;49.8
2023-03-24 16:00:00;31;76.6;39.2;49.2
2023-03-24 17:00:00;33;76.5;40.0;50.1
2023-03-24 18:00:00;35;76.7;40.1;51.4
2023-03-24 19:00:00;36;76.7;40.7;52.0
2023-03-24 20:00:00;36;76.7;41.0;52.2
2023-03-24 21:00:00;37;77.1;40.9;52.8
2023-03-24 22:00:00;38;77.0;41.9;53.8
2023-03-24 23:00:00;7;73.9;35.3;43.2
2023-03-25 00:00:00;9;73.5;32.6;43.0
2023-03-25 01:00:00;10;72.8;32.4;43.2
2023-03-25 02:00:00;10;72.0;32.6;43.8
2023-03-25 03:00:00;10;72.9;32.9;43.8
2023-03-25 04:00:00;10;73.0;32.8;43.8
2023-03-25 05:00:00;59;76.5;36.1;60.3
2023-03-25 06:00:00;69;78.6;47.3;67.0
2023-03-25 07:00:00;39;78.3;42.9;55.4
2023-03-25 08:00:00;41;78.2;42.1;55.1
2023-03-25 09:00:00;40;78.1;41.7;54.5
2023-03-25 10:00:00;39;78.3;41.9;54.0
2023-03-25 11:00:00;38;78.0;41.1;53.4
2023-03-25 12:00:00;37;78.1;41.0;52.9
2023-03-25 13:00:00;35;78.0;40.9;52.0
2023-03-25 14:00:00;34;78.1;41.3;52.1
2023-03-25 15:00:00;32;78.0;41.0;51.1
2023-03-25 16:00:00;32;78.0;41.0;51.1
2023-03-25 17:00:00;34;77.8;40.4;51.3
2023-03-25 18:00:00;33;77.2;40.8;51.3
2023-03-25 19:00:00;35;77.4;41.0;52.2
2023-03-25 20:00:00;38;77.8;41.2;53.5
2023-03-25 21:00:00;40;77.9;42.0;54.7
2023-03-25 22:00:00;40;77.9;42.0;54.8
2023-03-25 23:00:00;8;74.9;35.7;44.0
2023-03-26 00:00:00;10;73.6;33.1;44.0
2023-03-26 01:00:00;10;73.3;33.0;44.1
2023-03-26 02:00:00;10;73.2;33.0;44.0
2023-03-26 03:00:00;11;73.0;33.0;44.3
2023-03-26 04:00:00;10;73.0;33.0;43.9
2023-03-26 05:00:00;44;76.1;34.8;55.9
2023-03-26 06:00:00;61;78.6;50.5;67.7
2023-03-26 07:00:00;44;78.7;41.2;55.0
2023-03-26 08:00:00;42;78.7;41.4;54.6
2023-03-26 09:00:00;43;78.5;42.0;55.4
2023-03-26 10:00:00;44;78.7;42.0;55.7
2023-03-26 11:00:00;43;79.3;42.0;55.4
2023-03-26 12:00:00;43;79.0;42.0;55.5
2023-03-26 13:00:00;41;78.9;42.0;54.8
2023-03-26 14:00:00;43;79.0;42.5;55.9
2023-03-26 15:00:00;36;79.0;42.0;53.5
2023-03-26 16:00:00;45;78.7;42.3;56.4
2023-03-26 17:00:00;42;78.8;43.0;56.5
2023-03-26 18:00:00;40;78.7;42.9;55.5
2023-03-26 19:00:00;38;78.5;41.8;53.8
2023-03-26 20:00:00;40;79.0;42.8;55.2
2023-03-26 21:00:00;41;78.9;43.0;55.6
2023-03-26 22:00:00;42;79.0;42.8;56.2
2023-03-26 23:00:00;8;75.9;36.2;44.7
2023-03-27 00:00:00;10;74.5;33.0;44.8
2023-03-27 01:00:00;14;74.0;33.4;45.6
2023-03-27 02:00:00;24;78.8;63.5;75.0
2023-03-27 03:00:00;13;78.6;57.3;64.8
2023-03-27 04:00:00;11;76.0;34.1;45.9
2023-03-27 05:00:00;70;78.7;39.3;66.0
2023-03-27 06:00:00;74;80.0;49.5;70.1
2023-03-27 07:00:00;42;79.4;44.4;57.8
2023-03-27 08:00:00;46;79.3;43.0;57.5
2023-03-27 09:00:00;48;79.2;43.0;58.1
2023-03-27 10:00:00;46;79.2;43.0;57.7
2023-03-27 11:00:00;47;79.2;43.2;57.9
2023-03-27 12:00:00;46;79.0;43.7;58.3
2023-03-27 13:00:00;42;79.0;43.0;56.1
2023-03-27 14:00:00;45;79.1;43.0;57.0
2023-03-27 15:00:00;48;79.3;43.5;58.5
2023-03-27 16:00:00;47;79.0;44.0;58.6
2023-03-27 17:00:00;47;79.7;44.0;58.6
2023-03-27 18:00:00;46;79.4;43.9;58.1
2023-03-27 19:00:00;43;79.2;42.7;56.2
2023-03-27 20:00:00;47;79.2;43.1;57.9
2023-03-27 21:00:00;48;78.9;44.0;58.7
2023-03-27 22:00:00;48;79.8;44.0;58.9
2023-03-27 23:00:00;9;77.3;36.6;46.3
2023-03-28 00:00:00;12;75.8;33.9;46.4
2023-03-28 01:00:00;12;75.8;34.0;46.4
2023-03-28 02:00:00;12;75.7;34.0;46.9
2023-03-28 03:00:00;13;75.6;33.6;47.4
2023-03-28 04:00:00;38;77.0;34.4;55.3
2023-03-28 05:00:00;78;80.3;49.2;73.6
2023-03-28 06:00:00;86;80.3;56.3;76.1
2023-03-28 07:00:00;55;80.3;48.0;64.5
2023-03-28 08:00:00;60;80.3;46.4;64.4
2023-03-28 09:00:00;59;80.4;46.4;64.2
2023-03-28 10:00:00;55;80.3;46.2;63.0
2023-03-28 11:00:00;52;80.7;45.8;61.8
2023-03-28 12:00:00;49;80.1;45.8;61.2
2023-03-28 13:00:00;46;80.0;44.9;59.3
2023-03-28 14:00:00;45;80.0;44.3;58.6
2023-03-28 15:00:00;43;80.0;43.6;57.1
2023-03-28 16:00:00;42;80.0;43.4;56.7
2023-03-28 17:00:00;20;77.3;40.4;48.1
2023-03-28 18:00:00;44;75.5;37.5;51.8
2023-03-28 19:00:00;43;79.6;41.8;55.3
2023-03-28 20:00:00;43;79.4;42.7;56.3
2023-03-28 21:00:00;45;79.7;43.1;57.4
2023-03-28 22:00:00;44;79.3;43.2;57.1
2023-03-28 23:00:00;8;77.1;37.0;45.6
2023-03-29 00:00:00;11;75.9;34.0;45.4
2023-03-29 01:00:00;11;75.0;34.0;45.6
2023-03-29 02:00:00;11;74.9;34.0;45.3
2023-03-29 03:00:00;11;75.0;34.0;45.3
2023-03-29 04:00:00;10;75.0;34.0;45.3
2023-03-29 05:00:00;64;78.5;38.4;63.6
2023-03-29 06:00:00;69;79.8;48.8;68.5
2023-03-29 07:00:00;43;79.6;43.9;57.3
2023-03-29 08:00:00;46;79.6;43.0;57.0
2023-03-29 09:00:00;44;79.3;42.6;56.4
2023-03-29 10:00:00;43;79.1;42.0;55.5
2023-03-29 11:00:00;41;79.1;42.0;54.6
2023-03-29 12:00:00;38;79.0;41.3;53.3
2023-03-29 13:00:00;41;79.2;48.6;60.4
2023-03-29 14:00:00;44;78.9;38.1;52.5
2023-03-29 15:00:00;36;78.6;41.0;52.6
2023-03-29 16:00:00;31;78.4;40.3;50.1
2023-03-29 17:00:00;9;76.3;36.1;42.3
2023-03-29 18:00:00;8;74.0;33.7;41.5
2023-03-29 19:00:00;37;76.4;34.8;47.6
2023-03-29 20:00:00;36;77.4;38.7;49.8
2023-03-29 21:00:00;35;77.7;39.5;50.5
2023-03-29 22:00:00;35;77.4;40.0;50.9
2023-03-29 23:00:00;6;74.8;35.9;42.2
2023-03-30 00:00:00;8;73.1;33.5;42.3
2023-03-30 01:00:00;9;72.0;33.0;42.4
2023-03-30 02:00:00;8;71.7;33.0;42.3
2023-03-30 03:00:00;9;71.4;33.0;42.4
2023-03-30 04:00:00;9;72.0;33.0;42.5
2023-03-30 05:00:00;27;72.9;32.3;47.4
2023-03-30 06:00:00;63;77.7;43.8;63.1
2023-03-30 07:00:00;36;77.6;39.1;51.3
2023-03-30 08:00:00;37;77.8;40.0;51.3
2023-03-30 09:00:00;36;77.2;39.5;50.6
2023-03-30 10:00:00;36;77.4;39.8;51.0
2023-03-30 11:00:00;33;77.1;40.0;50.2
2023-03-30 12:00:00;34;77.4;40.0;50.6
2023-03-30 13:00:00;34;77.6;40.0;50.7
2023-03-30 14:00:00;33;77.3;39.9;50.3
2023-03-30 15:00:00;32;77.3;39.8;49.6
2023-03-30 16:00:00;32;77.1;39.9;49.8
2023-03-30 17:00:00;15;75.8;37.4;43.9
2023-03-30 18:00:00;17;74.0;32.7;42.2
2023-03-30 19:00:00;36;77.2;37.1;48.2
2023-03-30 20:00:00;32;76.8;39.0;48.9
2023-03-30 21:00:00;34;77.2;39.9;50.3
2023-03-30 22:00:00;34;77.0;40.0;50.7
2023-03-30 23:00:00;7;74.0;35.0;41.9
2023-03-31 00:00:00;8;72.5;33.0;41.9
2023-03-31 01:00:00;9;71.3;33.0;42.2
2023-03-31 02:00:00;9;72.0;32.9;42.2
2023-03-31 03:00:00;9;71.6;32.5;42.5
2023-03-31 04:00:00;9;71.8;32.2;42.6
2023-03-31 05:00:00;35;73.7;32.3;50.5
2023-03-31 06:00:00;57;78.2;49.1;65.8
2023-03-31 07:00:00;41;77.9;38.4;51.3
2023-03-31 08:00:00;37;77.5;39.7;51.1
2023-03-31 09:00:00;36;77.7;39.3;50.6
2023-03-31 10:00:00;36;77.3;39.5;50.9
2023-03-31 11:00:00;36;77.5;40.0;51.2
2023-03-31 12:00:00;33;77.4;40.0;50.0
2023-03-31 13:00:00;28;77.0;39.7;48.5
2023-03-31 14:00:00;6;73.8;35.3;40.4
2023-03-31 15:00:00;38;76.0;35.8;48.7
2023-03-31 16:00:00;32;77.1;40.6;50.8
2023-03-31 17:00:00;37;76.9;40.2;51.7
2023-03-31 18:00:00;39;77.2;42.4;54.7
2023-03-31 19:00:00;37;77.2;42.0;53.6
2023-03-31 20:00:00;39;77.2;42.0;54.2
2023-03-31 21:00:00;41;77.6;42.3;55.2
2023-03-31 22:00:00;41;77.5;43.0;55.8
2023-03-31 23:00:00;8;74.6;36.1;44.0
2023-04-01 00:00:00;10;73.4;33.2;43.7
2023-04-01 01:00:00;10;73.0;33.0;43.6
2023-04-01 02:00:00;10;73.5;33.0;43.6
2023-04-01 03:00:00;10;74.2;33.0;43.7
2023-04-01 04:00:00;10;73.0;33.0;43.8
2023-04-01 05:00:00;58;76.6;36.2;60.2
2023-04-01 06:00:00;71;78.7;48.1;68.1
2023-04-01 07:00:00;40;78.3;43.3;56.0
2023-04-01 08:00:00;42;78.6;42.3;55.7
2023-04-01 09:00:00;43;78.4;42.0;55.6
2023-04-01 10:00:00;42;78.8;42.0;55.2
2023-04-01 11:00:00;40;79.0;42.0;54.4
2023-04-01 12:00:00;37;78.2;41.0;53.0
2023-04-01 13:00:00;36;78.3;41.0;52.5
2023-04-01 14:00:00;38;78.1;41.0;53.1
2023-04-01 15:00:00;35;78.1;42.1;53.2
2023-04-01 16:00:00;30;78.0;41.1;50.8
2023-04-01 17:00:00;4;62.3;38.6;48.1
2023-04-01 18:00:00;47;77.2;38.2;52.8
2023-04-01 19:00:00;37;77.5;41.0;52.8
2023-04-01 20:00:00;37;77.7;41.0;52.9
2023-04-01 21:00:00;39;77.6;41.6;53.9
2023-04-01 22:00:00;39;77.9;42.0;54.5
2023-04-01 23:00:00;8;74.7;36.2;43.8
2023-04-02 00:00:00;10;74.1;33.1;43.9
2023-04-02 01:00:00;11;73.4;32.9;44.0
2023-04-02 02:00:00;11;73.3;33.0;44.2
2023-04-02 03:00:00;11;73.0;33.0;44.3
2023-04-02 04:00:00;11;73.0;33.0;44.4
2023-04-02 05:00:00;65;77.1;36.9;61.9
2023-04-02 06:00:00;61;78.6;51.8;69.1
2023-04-02 07:00:00;49;78.9;42.4;57.4
2023-04-02 08:00:00;46;78.9;42.8;56.9
2023-04-02 09:00:00;45;78.8;42.7;56.5
2023-04-02 10:00:00;43;78.9;42.0;55.6
2023-04-02 11:00:00;41;79.0;42.0;54.7
2023-04-02 12:00:00;40;78.6;41.8;54.3
2023-04-02 13:00:00;39;78.5;41.0;53.6
2023-04-02 14:00:00;38;78.4;41.0;53.5
2023-04-02 15:00:00;36;78.0;41.2;53.0
2023-04-02 16:00:00;36;78.0;41.0;52.7
2023-04-02 17:00:00;33;77.6;40.1;50.6
2023-04-02 18:00:00;35;77.4;40.2;51.5
2023-04-02 19:00:00;26;72.5;39.1;49.9
2023-04-02 20:00:00;42;77.6;40.7;53.7
2023-04-02 21:00:00;42;78.0;41.9;55.2
2023-04-02 22:00:00;41;78.0;42.6;55.3
2023-04-02 23:00:00;8;75.0;36.1;43.9
2023-04-03 00:00:00;10;73.6;33.1;43.9
2023-04-03 01:00:00;13;73.0;33.4;44.8
2023-04-03 02:00:00;24;78.0;64.1;75.1
2023-04-03 03:00:00;13;77.9;56.8;64.0
2023-04-03 04:00:00;11;75.2;33.3;45.0
2023-04-03 05:00:00;68;77.6;38.3;64.1
2023-04-03 06:00:00;75;79.2;49.9;70.4
2023-04-03 07:00:00;45;79.0;44.7;58.8
2023-04-03 08:00:00;48;79.0;43.9;58.7
2023-04-03 09:00:00;47;79.0;43.6;58.3
2023-04-03 10:00:00;44;79.0;43.1;56.9
2023-04-03 11:00:00;44;79.0;43.5;57.1
2023-04-03 12:00:00;43;79.1;43.2;56.8
2023-04-03 13:00:00;39;78.9;43.7;55.9
2023-04-03 14:00:00;38;79.0;43.0;55.3
2023-04-03 15:00:00;38;78.8;43.0;55.1
2023-04-03 16:00:00;38;79.0;43.0;54.9
2023-04-03 17:00:00;31;78.3;41.5;51.4
2023-04-03 18:00:00;31;78.2;40.7;50.7
2023-04-03 19:00:00;34;78.0;40.2;50.9
2023-04-03 20:00:00;43;79.0;42.3;55.8
2023-04-03 21:00:00;46;79.0;43.7;57.7
2023-04-03 22:00:00;46;79.0;44.2;58.6
2023-04-03 23:00:00;9;76.0;36.6;46.1
2023-04-04 00:00:00;11;75.7;33.6;46.2
2023-04-04 01:00:00;12;76.0;33.9;46.5
2023-04-04 02:00:00;12;75.9;33.9;46.7
2023-04-04 03:00:00;12;75.7;33.1;47.0
2023-04-04 04:00:00;37;76.9;34.0;54.7
2023-04-04 05:00:00;78;79.9;47.9;72.6
2023-04-04 06:00:00;82;80.3;55.6;75.5
2023-04-04 07:00:00;51;80.0;48.1;64.0
2023-04-04 08:00:00;58;80.0;46.8;64.2
2023-04-04 09:00:00;57;80.0;46.9;64.2
2023-04-04 10:00:00;54;80.3;46.7;63.2
2023-04-04 11:00:00;51;80.1;46.3;62.0
2023-04-04 12:00:00;47;80.0;45.6;60.5
2023-04-04 13:00:00;45;80.0;45.5;59.7
2023-04-04 14:00:00;41;80.0;45.7;58.7
2023-04-04 15:00:00;39;80.0;44.3;56.9
2023-04-04 16:00:00;36;79.5;44.1;55.8
2023-04-04 17:00:00;27;79.0;42.0;50.8
2023-04-04 18:00:00;30;79.0;40.3;50.1
2023-04-04 19:00:00;34;79.0;40.9;51.4
2023-04-04 20:00:00;43;79.0;42.3;55.9
2023-04-04 21:00:00;45;79.6;43.8;58.0
2023-04-04 22:00:00;45;79.5;44.4;58.6
2023-04-04 23:00:00;9;76.5;37.3;46.6
2023-04-05 00:00:00;11;75.6;34.0;47.1
2023-04-05 01:00:00;12;75.6;33.6;47.2
2023-04-05 02:00:00;12;76.0;33.7;47.4
2023-04-05 03:00:00;12;76.0;34.0;47.7
2023-04-05 04:00:00;39;77.4;34.8;55.8
2023-04-05 05:00:00;79;80.2;48.8;73.4
2023-04-05 06:00:00;93;80.9;54.1;76.0
2023-04-05 07:00:00;49;80.2;49.4;64.5
2023-04-05 08:00:00;58;80.1;47.1;64.7
2023-04-05 09:00:00;57;80.6;47.0;64.4
2023-04-05 10:00:00;53;80.3;46.8;63.0
2023-04-05 11:00:00;51;80.5;46.5;62.1
2023-04-05 12:00:00;49;80.5;45.8;61.0
2023-04-05 13:00:00;44;80.0;51.1;64.6
2023-04-05 14:00:00;56;80.1;42.1;60.4
2023-04-05 15:00:00;44;80.0;45.4;59.2
2023-04-05 16:00:00;40;80.0;45.0;57.7
2023-04-05 17:00:00;8;71.6;38.5;44.6
2023-04-05 18:00:00;0;47.2;30.3;41.8
2023-04-05 19:00:00;1;42.4;28.3;39.1
2023-04-05 20:00:00;51;78.2;37.0;52.9
2023-04-05 21:00:00;45;79.0;41.6;55.6
