Site;SS36 Verger 10 (ID 3236);SS36 Verger 10 (ID 3236);SS36 Verger 10 (ID 3236);SS36 Verger 10 (ID 3236)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-03-30 12:00:00;30;76.0;37.6;48.2
2023-03-30 13:00:00;31;76.4;38.0;48.6
2023-03-30 14:00:00;31;76.9;48.0;57.5
2023-03-30 15:00:00;27;75.3;36.7;47.2
2023-03-30 16:00:00;27;75.1;37.2;47.3
2023-03-30 17:00:00;22;75.0;36.1;45.1
2023-03-30 18:00:00;22;75.5;36.0;44.6
2023-03-30 19:00:00;31;76.1;43.6;53.4
2023-03-30 20:00:00;24;75.3;38.8;47.4
2023-03-30 21:00:00;28;74.9;37.3;47.7
2023-03-30 22:00:00;28;75.0;38.1;48.4
2023-03-30 23:00:00;32;75.8;43.1;53.3
2023-03-31 00:00:00;5;70.8;41.5;40.2
2023-03-31 01:00:00;18;73.5;31.9;40.0
2023-03-31 02:00:00;19;73.5;32.0;40.4
2023-03-31 03:00:00;19;74.0;32.9;40.9
2023-03-31 04:00:00;43;75.7;37.4;51.1
2023-03-31 05:00:00;33;75.8;40.0;51.0
2023-03-31 06:00:00;34;76.0;46.1;55.9
2023-03-31 07:00:00;29;75.5;38.0;48.4
2023-03-31 08:00:00;30;76.4;38.3;48.8
2023-03-31 09:00:00;28;76.4;38.0;48.3
2023-03-31 10:00:00;31;75.3;38.2;49.0
2023-03-31 11:00:00;34;76.3;45.6;55.6
2023-03-31 12:00:00;28;75.8;37.5;47.7
2023-03-31 13:00:00;18;74.6;35.8;44.0
2023-03-31 14:00:00;13;75.1;33.0;40.2
2023-03-31 15:00:00;33;75.2;34.3;45.6
2023-03-31 16:00:00;21;74.6;36.4;45.3
2023-03-31 17:00:00;39;76.0;49.1;60.4
2023-03-31 18:00:00;35;75.6;40.0;51.8
2023-03-31 19:00:00;30;76.3;40.4;51.1
2023-03-31 20:00:00;34;75.7;40.0;51.5
2023-03-31 21:00:00;38;75.6;41.0;53.5
2023-03-31 22:00:00;37;76.0;42.3;54.6
2023-03-31 23:00:00;40;76.6;47.0;58.7
2023-04-01 00:00:00;13;74.6;36.8;44.2
2023-04-01 01:00:00;21;75.0;34.8;43.6
2023-04-01 02:00:00;23;75.0;34.6;43.7
2023-04-01 03:00:00;23;75.0;35.0;43.9
2023-04-01 04:00:00;25;75.4;35.0;44.3
2023-04-01 05:00:00;24;75.3;35.0;44.5
2023-04-01 06:00:00;31;76.5;47.7;57.1
2023-04-01 07:00:00;50;76.9;40.2;55.2
2023-04-01 08:00:00;40;77.4;42.2;55.2
2023-04-01 09:00:00;38;77.4;42.4;54.7
2023-04-01 10:00:00;38;77.0;42.1;54.6
2023-04-01 11:00:00;38;77.3;47.1;58.3
2023-04-01 12:00:00;32;77.0;41.0;51.7
2023-04-01 13:00:00;30;77.0;40.2;50.9
2023-04-01 14:00:00;32;76.7;39.5;50.6
2023-04-01 15:00:00;25;77.1;39.8;49.5
2023-04-01 16:00:00;19;75.4;36.6;45.1
2023-04-01 17:00:00;25;76.1;48.0;57.0
2023-04-01 18:00:00;33;75.9;38.4;49.8
2023-04-01 19:00:00;30;76.0;39.2;50.1
2023-04-01 20:00:00;31;76.0;40.0;50.6
2023-04-01 21:00:00;12;73.8;35.2;42.4
2023-04-01 22:00:00;28;75.9;45.7;54.9
2023-04-01 23:00:00;23;75.0;34.5;43.9
2023-04-02 00:00:00;23;75.1;35.0;44.3
2023-04-02 01:00:00;25;75.3;36.0;45.0
2023-04-02 02:00:00;24;75.1;35.9;45.0
2023-04-02 03:00:00;24;75.5;35.9;45.0
2023-04-02 04:00:00;25;75.3;36.0;45.1
2023-04-02 05:00:00;25;75.8;35.9;45.1
2023-04-02 06:00:00;30;76.7;47.2;56.6
2023-04-02 07:00:00;51;77.7;41.2;56.4
2023-04-02 08:00:00;41;78.1;43.2;56.3
2023-04-02 09:00:00;38;76.9;43.3;55.9
2023-04-02 10:00:00;36;77.0;42.8;54.8
2023-04-02 11:00:00;40;77.2;45.7;57.7
2023-04-02 12:00:00;33;77.4;43.6;54.6
2023-04-02 13:00:00;34;77.2;41.2;52.8
2023-04-02 14:00:00;32;77.5;41.5;52.5
2023-04-02 15:00:00;30;76.4;40.5;51.1
2023-04-02 16:00:00;30;76.0;40.2;50.9
2023-04-02 17:00:00;33;76.5;46.8;56.4
2023-04-02 18:00:00;33;76.3;39.3;50.6
2023-04-02 19:00:00;31;76.0;39.5;50.5
2023-04-02 20:00:00;35;76.5;40.1;52.2
2023-04-02 21:00:00;38;76.4;41.6;54.0
2023-04-02 22:00:00;37;76.0;42.0;54.3
2023-04-02 23:00:00;41;76.8;46.9;58.6
2023-04-03 00:00:00;14;74.8;36.4;44.1
2023-04-03 01:00:00;24;75.4;35.3;44.8
2023-04-03 02:00:00;26;75.5;35.4;45.1
2023-04-03 03:00:00;25;75.7;35.6;45.2
2023-04-03 04:00:00;52;76.9;41.2;56.5
2023-04-03 05:00:00;43;77.1;43.5;56.9
2023-04-03 06:00:00;46;77.6;48.5;61.5
2023-04-03 07:00:00;43;77.7;43.8;57.2
2023-04-03 08:00:00;43;77.4;44.0;57.6
2023-04-03 09:00:00;43;77.8;43.3;56.8
2023-04-03 10:00:00;40;78.2;43.1;55.9
2023-04-03 11:00:00;44;77.7;45.8;58.9
2023-04-03 12:00:00;38;78.0;44.1;56.6
2023-04-03 13:00:00;35;77.4;41.3;53.2
2023-04-03 14:00:00;34;77.2;40.3;52.0
2023-04-03 15:00:00;34;78.1;39.8;51.4
2023-04-03 16:00:00;34;77.6;39.8;51.4
2023-04-03 17:00:00;38;77.5;45.9;57.2
2023-04-03 18:00:00;32;77.2;40.8;52.3
2023-04-03 19:00:00;32;77.0;40.5;52.1
2023-04-03 20:00:00;39;77.0;42.3;55.2
2023-04-03 21:00:00;43;77.5;43.3;57.1
2023-04-03 22:00:00;42;77.7;44.4;58.2
2023-04-03 23:00:00;49;78.1;48.4;62.4
2023-04-04 00:00:00;16;76.0;38.3;46.4
2023-04-04 01:00:00;27;76.8;36.5;46.6
2023-04-04 02:00:00;28;77.9;36.6;46.8
2023-04-04 03:00:00;28;77.0;35.7;47.0
2023-04-04 04:00:00;64;78.2;43.9;61.6
2023-04-04 05:00:00;50;78.5;47.3;62.2
2023-04-04 06:00:00;58;78.8;49.5;67.1
2023-04-04 07:00:00;53;79.0;49.3;64.6
2023-04-04 08:00:00;58;79.0;47.1;63.7
2023-04-04 09:00:00;50;79.0;48.3;63.2
2023-04-04 10:00:00;52;79.4;46.8;62.1
2023-04-04 11:00:00;47;79.5;46.4;60.7
2023-04-04 12:00:00;44;79.6;49.3;62.3
2023-04-04 13:00:00;39;78.8;44.3;57.2
2023-04-04 14:00:00;36;78.0;42.8;54.9
2023-04-04 15:00:00;28;77.7;40.9;51.0
2023-04-04 16:00:00;30;77.4;39.3;50.1
2023-04-04 17:00:00;31;78.3;40.0;51.0
2023-04-04 18:00:00;36;78.5;46.0;56.5
2023-04-04 19:00:00;32;77.1;40.1;51.7
2023-04-04 20:00:00;37;77.5;42.5;55.0
2023-04-04 21:00:00;44;78.0;42.8;56.7
2023-04-04 22:00:00;43;78.0;44.0;57.8
2023-04-04 23:00:00;48;78.1;46.0;60.4
2023-04-05 00:00:00;17;76.4;50.0;57.6
2023-04-05 01:00:00;29;77.0;36.5;46.9
2023-04-05 02:00:00;28;77.0;36.9;47.0
2023-04-05 03:00:00;30;77.2;37.0;47.1
2023-04-05 04:00:00;64;78.9;44.0;61.8
2023-04-05 05:00:00;52;79.0;47.5;62.7
2023-04-05 06:00:00;56;79.0;49.0;65.3
2023-04-05 07:00:00;58;79.1;51.4;70.0
2023-04-05 08:00:00;62;79.8;51.0;70.0
2023-04-05 09:00:00;60;79.9;50.7;70.0
2023-04-05 10:00:00;47;79.7;48.0;62.5
2023-04-05 11:00:00;47;79.0;46.3;60.6
2023-04-05 12:00:00;43;79.0;45.6;59.3
2023-04-05 13:00:00;44;79.0;45.0;58.9
2023-04-05 14:00:00;39;79.0;44.1;56.9
2023-04-05 15:00:00;37;79.3;47.7;58.6
2023-04-05 16:00:00;31;78.5;40.2;51.3
2023-04-05 17:00:00;32;77.7;40.3;51.5
2023-04-05 18:00:00;27;77.2;40.0;49.9
2023-04-05 19:00:00;26;76.6;38.4;48.8
2023-04-05 20:00:00;34;77.1;42.7;53.9
2023-04-05 21:00:00;36;78.0;45.6;57.3
2023-04-05 22:00:00;38;77.9;43.0;56.0
2023-04-05 23:00:00;40;78.0;43.8;57.0
2023-04-06 00:00:00;15;76.3;38.0;45.9
2023-04-06 01:00:00;26;77.9;36.5;46.2
2023-04-06 02:00:00;27;77.1;36.9;46.5
2023-04-06 03:00:00;27;77.0;37.0;46.8
2023-04-06 04:00:00;61;78.8;43.8;61.0
2023-04-06 05:00:00;54;79.0;49.7;64.7
2023-04-06 06:00:00;48;79.0;46.9;61.6
2023-04-06 07:00:00;48;79.0;47.0;61.9
2023-04-06 08:00:00;49;79.0;47.1;62.2
2023-04-06 09:00:00;48;79.2;46.8;61.6
2023-04-06 10:00:00;44;79.9;49.3;62.4
2023-04-06 11:00:00;39;79.4;44.7;57.4
2023-04-06 12:00:00;37;79.7;44.0;56.3
2023-04-06 13:00:00;35;78.7;43.1;55.3
2023-04-06 14:00:00;30;77.8;42.0;52.9
2023-04-06 15:00:00;32;77.3;44.3;55.6
2023-04-06 16:00:00;24;77.8;40.4;50.1
2023-04-06 17:00:00;25;77.2;38.1;47.9
2023-04-06 18:00:00;27;78.0;38.2;48.6
2023-04-06 19:00:00;35;77.2;37.6;49.5
2023-04-06 20:00:00;30;76.8;39.5;50.3
2023-04-06 21:00:00;32;77.1;46.4;56.5
2023-04-06 22:00:00;30;76.9;40.8;51.6
2023-04-06 23:00:00;32;77.4;44.7;55.6
2023-04-07 00:00:00;10;73.1;35.8;42.2
2023-04-07 01:00:00;21;75.3;34.0;42.6
2023-04-07 02:00:00;23;75.9;34.6;43.5
2023-04-07 03:00:00;24;76.0;35.3;44.7
2023-04-07 04:00:00;47;77.2;40.6;55.3
2023-04-07 05:00:00;37;77.2;43.0;55.7
2023-04-07 06:00:00;41;77.2;46.3;59.2
2023-04-07 07:00:00;36;77.7;44.7;56.7
2023-04-07 08:00:00;37;78.1;43.0;55.8
2023-04-07 09:00:00;40;78.2;44.0;57.1
2023-04-07 10:00:00;38;77.8;44.0;57.0
2023-04-07 11:00:00;38;78.0;44.0;57.0
2023-04-07 12:00:00;41;78.2;47.9;60.2
2023-04-07 13:00:00;34;78.0;43.5;55.4
2023-04-07 14:00:00;34;77.7;42.9;54.6
2023-04-07 15:00:00;25;77.8;41.2;51.2
2023-04-07 16:00:00;24;77.1;39.1;48.8
2023-04-07 17:00:00;30;77.0;48.3;58.2
2023-04-07 18:00:00;22;76.2;38.6;47.8
2023-04-07 19:00:00;24;75.4;37.2;47.0
2023-04-07 20:00:00;30;76.7;40.0;51.3
2023-04-07 21:00:00;34;76.7;41.6;53.5
2023-04-07 22:00:00;39;77.0;45.2;57.8
2023-04-07 23:00:00;37;77.4;45.7;57.8
2023-04-08 00:00:00;14;75.3;37.9;45.6
2023-04-08 01:00:00;24;76.0;36.4;45.8
2023-04-08 02:00:00;24;76.2;36.5;46.0
2023-04-08 03:00:00;25;76.1;36.6;46.1
2023-04-08 04:00:00;25;76.5;36.9;46.2
2023-04-08 05:00:00;25;76.9;37.0;46.4
2023-04-08 06:00:00;31;77.4;45.3;54.7
2023-04-08 07:00:00;57;78.2;43.7;60.0
2023-04-08 08:00:00;45;78.9;46.0;60.1
2023-04-08 09:00:00;42;78.4;46.0;59.5
2023-04-08 10:00:00;38;78.2;45.1;57.7
2023-04-08 11:00:00;41;78.3;48.2;60.7
2023-04-08 12:00:00;34;78.0;43.8;55.2
2023-04-08 13:00:00;30;77.6;42.1;52.6
2023-04-08 14:00:00;23;77.0;39.9;49.0
2023-04-08 15:00:00;19;77.5;37.3;45.7
2023-04-08 16:00:00;18;75.9;34.8;43.1
2023-04-08 17:00:00;25;77.0;46.9;55.6
2023-04-08 18:00:00;24;76.0;36.3;45.6
2023-04-08 19:00:00;22;75.4;35.9;45.0
2023-04-08 20:00:00;27;76.0;38.0;47.8
2023-04-08 21:00:00;9;72.1;33.7;40.1
2023-04-08 22:00:00;22;74.8;33.9;42.4
2023-04-08 23:00:00;22;75.2;51.7;59.3
2023-04-09 00:00:00;24;75.9;34.4;43.5
2023-04-09 01:00:00;23;75.4;35.1;44.4
2023-04-09 02:00:00;24;75.8;35.6;44.9
2023-04-09 03:00:00;24;75.9;36.0;45.2
2023-04-09 04:00:00;24;76.0;36.0;45.4
2023-04-09 05:00:00;26;76.0;36.2;45.7
2023-04-09 06:00:00;30;77.0;46.6;56.6
2023-04-09 07:00:00;56;78.4;42.4;58.7
2023-04-09 08:00:00;45;78.4;45.0;58.9
2023-04-09 09:00:00;42;78.0;45.2;58.6
2023-04-09 10:00:00;39;78.0;44.9;57.9
2023-04-09 11:00:00;41;78.0;45.8;58.4
2023-04-09 12:00:00;34;77.9;45.1;56.3
2023-04-09 13:00:00;32;77.4;42.1;53.3
2023-04-09 14:00:00;28;78.1;40.8;51.1
2023-04-09 15:00:00;21;76.5;38.2;47.1
2023-04-09 16:00:00;20;75.0;36.5;44.7
2023-04-09 17:00:00;28;76.5;51.0;60.0
2023-04-09 18:00:00;17;74.9;35.8;43.3
2023-04-09 19:00:00;18;71.4;34.9;41.3
2023-04-09 20:00:00;25;75.4;37.1;47.0
2023-04-09 21:00:00;27;75.9;38.4;48.9
2023-04-09 22:00:00;34;76.3;43.6;54.5
2023-04-09 23:00:00;30;77.0;41.8;52.4
2023-04-10 00:00:00;10;72.5;35.6;42.1
2023-04-10 01:00:00;22;74.5;34.2;43.1
2023-04-10 02:00:00;23;75.2;35.0;44.2
2023-04-10 03:00:00;25;75.8;35.7;45.1
2023-04-10 04:00:00;49;76.9;41.3;56.2
2023-04-10 05:00:00;37;77.1;43.8;56.5
2023-04-10 06:00:00;43;77.6;48.6;61.0
2023-04-10 07:00:00;38;77.6;44.3;57.1
2023-04-10 08:00:00;39;77.8;44.3;57.4
2023-04-10 09:00:00;36;77.9;44.5;56.8
2023-04-10 10:00:00;34;78.1;43.1;54.9
2023-04-10 11:00:00;35;77.8;47.3;58.3
2023-04-10 12:00:00;30;77.1;41.0;51.8
2023-04-10 13:00:00;25;76.8;40.5;50.4
2023-04-10 14:00:00;23;76.1;38.2;47.5
2023-04-10 15:00:00;17;75.4;36.9;44.8
2023-04-10 16:00:00;18;75.0;35.0;43.2
2023-04-10 17:00:00;24;76.2;54.4;62.3
2023-04-10 18:00:00;21;74.4;35.0;43.7
2023-04-10 19:00:00;23;74.8;36.3;45.5
2023-04-10 20:00:00;23;74.9;36.5;46.0
2023-04-10 21:00:00;25;74.9;37.5;47.3
2023-04-10 22:00:00;24;74.7;37.9;47.2
2023-04-10 23:00:00;28;75.9;47.6;56.7
2023-04-11 00:00:00;2;68.9;40.1;38.5
2023-04-11 01:00:00;14;71.6;29.9;37.4
2023-04-11 02:00:00;10;71.9;29.8;36.7
2023-04-11 03:00:00;12;71.5;29.1;37.5
2023-04-11 04:00:00;35;74.7;35.3;47.0
2023-04-11 05:00:00;25;74.6;37.0;46.2
2023-04-11 06:00:00;28;75.6;49.9;59.1
2023-04-11 07:00:00;28;75.3;37.9;48.4
2023-04-11 08:00:00;30;75.8;38.3;49.4
2023-04-11 09:00:00;30;76.5;39.4;50.6
2023-04-11 10:00:00;29;75.5;40.0;51.0
2023-04-11 11:00:00;29;75.4;43.9;54.5
2023-04-11 12:00:00;22;76.0;44.3;53.0
2023-04-11 13:00:00;22;75.0;38.0;47.5
2023-04-11 14:00:00;19;75.6;37.7;46.4
2023-04-11 15:00:00;18;75.8;36.3;44.7
2023-04-11 16:00:00;25;74.7;36.5;46.1
2023-04-11 17:00:00;20;74.9;46.6;54.2
2023-04-11 18:00:00;21;74.0;37.1;46.4
2023-04-11 19:00:00;21;74.0;38.0;46.9
2023-04-11 20:00:00;23;74.9;38.0;47.7
2023-04-11 21:00:00;25;74.4;38.9;49.1
2023-04-11 22:00:00;29;74.6;46.5;56.3
2023-04-11 23:00:00;26;74.6;40.2;50.6
2023-04-12 00:00:00;6;69.3;35.7;41.7
2023-04-12 01:00:00;17;72.7;33.3;41.4
2023-04-12 02:00:00;17;73.0;33.0;41.4
2023-04-12 03:00:00;18;73.1;33.1;41.6
2023-04-12 04:00:00;40;74.9;38.6;52.0
2023-04-12 05:00:00;30;75.0;41.0;52.2
2023-04-12 06:00:00;35;76.0;46.8;57.7
2023-04-12 07:00:00;31;75.3;41.0;52.0
2023-04-12 08:00:00;34;75.9;40.4;52.0
2023-04-12 09:00:00;28;75.8;40.6;51.0
2023-04-12 10:00:00;24;76.3;39.3;49.1
2023-04-12 11:00:00;28;76.4;48.0;56.7
2023-04-12 12:00:00;19;75.0;36.9;45.5
2023-04-12 13:00:00;16;73.7;35.8;43.7
2023-04-12 14:00:00;18;73.5;35.0;43.0
2023-04-12 15:00:00;19;74.1;35.0;43.4
2023-04-12 16:00:00;25;75.4;36.8;46.7
2023-04-12 17:00:00;27;75.2;47.8;56.6
2023-04-12 18:00:00;27;74.1;38.6;49.1
2023-04-12 19:00:00;29;74.4;39.9;50.6
2023-04-12 20:00:00;28;74.7;40.3;51.1
2023-04-12 21:00:00;29;75.0;41.0;51.3
2023-04-12 22:00:00;34;75.0;41.6;53.4
2023-04-12 23:00:00;37;75.9;47.0;58.5
2023-04-13 00:00:00;11;73.3;37.0;43.8
2023-04-13 01:00:00;22;74.0;35.7;44.4
2023-04-13 02:00:00;22;74.7;36.0;44.7
2023-04-13 03:00:00;24;74.5;36.0;45.3
2023-04-13 04:00:00;46;76.0;41.7;55.9
2023-04-13 05:00:00;37;76.2;43.8;56.1
2023-04-13 06:00:00;41;76.7;48.3;60.4
2023-04-13 07:00:00;39;76.4;44.0;56.6
2023-04-13 08:00:00;38;77.5;44.4;56.8
2023-04-13 09:00:00;36;77.7;44.0;56.2
2023-04-13 10:00:00;37;77.7;44.0;56.1
2023-04-13 11:00:00;37;77.2;48.8;60.2
2023-04-13 12:00:00;35;77.0;43.2;55.1
2023-04-13 13:00:00;35;77.0;43.2;55.3
2023-04-13 14:00:00;32;76.9;43.6;54.9
2023-04-13 15:00:00;27;77.1;41.7;52.1
2023-04-13 16:00:00;28;76.1;41.6;52.4
2023-04-13 17:00:00;29;75.9;49.5;58.7
2023-04-13 18:00:00;17;75.1;38.9;46.9
2023-04-13 19:00:00;22;72.8;35.3;44.9
2023-04-13 20:00:00;30;75.0;39.5;50.6
2023-04-13 21:00:00;35;76.0;43.1;55.3
2023-04-13 22:00:00;36;76.0;44.0;56.2
2023-04-13 23:00:00;39;77.4;47.1;59.9
2023-04-14 00:00:00;12;73.2;39.2;45.9
2023-04-14 01:00:00;22;75.0;36.4;45.7
2023-04-14 02:00:00;24;75.5;36.1;45.6
2023-04-14 03:00:00;24;75.4;36.0;45.6
2023-04-14 04:00:00;51;77.2;42.2;57.4
2023-04-14 05:00:00;40;77.0;44.2;57.6
2023-04-14 06:00:00;47;77.9;48.9;62.3
2023-04-14 07:00:00;42;77.6;45.0;58.4
2023-04-14 08:00:00;42;78.0;45.0;58.4
2023-04-14 09:00:00;38;77.7;44.8;57.3
2023-04-14 10:00:00;39;78.4;44.0;56.8
2023-04-14 11:00:00;40;78.2;48.3;60.4
2023-04-14 12:00:00;36;77.2;43.0;55.0
2023-04-14 13:00:00;32;77.0;42.8;53.8
2023-04-14 14:00:00;31;77.0;41.4;52.2
2023-04-14 15:00:00;23;76.2;39.7;48.9
2023-04-14 16:00:00;29;77.1;40.1;50.2
2023-04-14 17:00:00;23;76.3;42.3;51.3
2023-04-14 18:00:00;23;75.0;38.0;46.9
2023-04-14 19:00:00;25;75.2;38.2;47.6
2023-04-14 20:00:00;28;75.7;38.6;49.0
2023-04-14 21:00:00;29;75.9;40.0;50.3
2023-04-14 22:00:00;33;76.5;45.9;56.4
2023-04-14 23:00:00;32;76.0;40.9;52.0
2023-04-15 00:00:00;10;73.4;35.8;42.4
2023-04-15 01:00:00;20;74.0;34.5;42.7
2023-04-15 02:00:00;19;74.3;34.0;42.7
2023-04-15 03:00:00;23;75.0;35.1;44.3
2023-04-15 04:00:00;23;75.0;35.7;44.7
2023-04-15 05:00:00;23;75.0;36.0;44.9
2023-04-15 06:00:00;30;76.5;49.4;58.5
2023-04-15 07:00:00;47;76.9;40.5;55.1
2023-04-15 08:00:00;37;77.6;43.0;55.1
2023-04-15 09:00:00;36;77.5;42.9;54.7
2023-04-15 10:00:00;48;77.0;41.0;55.6
2023-04-15 11:00:00;43;77.1;43.5;56.6
2023-04-15 12:00:00;38;77.6;45.3;57.1
2023-04-15 13:00:00;36;77.0;42.4;54.3
2023-04-15 14:00:00;32;77.0;42.0;53.3
2023-04-15 15:00:00;31;77.7;41.4;52.1
2023-04-15 16:00:00;34;76.8;41.6;52.5
2023-04-15 17:00:00;33;77.1;46.2;56.7
2023-04-15 18:00:00;34;77.0;41.7;53.2
2023-04-15 19:00:00;35;77.0;42.0;53.8
2023-04-15 20:00:00;36;77.0;42.6;54.5
2023-04-15 21:00:00;13;74.9;37.3;44.6
2023-04-15 22:00:00;30;76.5;49.0;57.7
2023-04-15 23:00:00;24;76.1;35.7;45.2
2023-04-16 00:00:00;24;76.0;36.0;45.3
2023-04-16 01:00:00;25;76.0;36.0;45.3
2023-04-16 02:00:00;24;76.0;36.0;45.2
2023-04-16 03:00:00;25;76.0;36.0;45.4
2023-04-16 04:00:00;25;76.0;36.0;45.4
2023-04-16 05:00:00;31;76.1;37.9;47.8
2023-04-16 06:00:00;28;77.3;44.8;53.5
2023-04-16 07:00:00;51;77.7;41.2;56.3
2023-04-16 08:00:00;40;78.4;43.1;56.3
2023-04-16 09:00:00;40;77.4;43.0;56.1
2023-04-16 10:00:00;37;77.0;43.0;55.1
2023-04-16 11:00:00;40;77.7;47.4;59.2
2023-04-16 12:00:00;35;77.2;42.0;53.6
2023-04-16 13:00:00;34;77.0;41.7;53.1
2023-04-16 14:00:00;34;77.5;41.0;52.9
2023-04-16 15:00:00;33;77.8;41.3;52.5
2023-04-16 16:00:00;38;77.3;47.3;58.4
2023-04-16 17:00:00;30;77.0;40.1;51.0
2023-04-16 18:00:00;32;76.3;39.5;50.7
2023-04-16 19:00:00;33;76.2;40.2;51.6
2023-04-16 20:00:00;34;76.6;40.9;52.1
2023-04-16 21:00:00;40;76.8;43.9;55.9
2023-04-16 22:00:00;37;77.1;44.0;55.8
2023-04-16 23:00:00;37;76.9;42.0;54.1
2023-04-17 00:00:00;15;74.9;37.0;44.7
2023-04-17 01:00:00;24;75.0;36.0;44.8
2023-04-17 02:00:00;25;75.6;36.0;45.2
2023-04-17 03:00:00;26;75.4;36.0;45.3
2023-04-17 04:00:00;51;77.2;41.2;56.5
2023-04-17 05:00:00;47;78.1;48.2;61.3
2023-04-17 06:00:00;44;77.1;43.9;57.6
2023-04-17 07:00:00;44;77.3;44.1;57.9
2023-04-17 08:00:00;43;77.8;44.9;58.1
2023-04-17 09:00:00;40;77.9;44.0;57.0
2023-04-17 10:00:00;40;78.5;47.7;59.8
2023-04-17 11:00:00;33;77.8;41.9;53.2
2023-04-17 12:00:00;30;76.6;41.0;51.5
2023-04-17 13:00:00;26;76.0;39.7;49.6
2023-04-17 14:00:00;25;75.9;38.5;47.8
2023-04-17 15:00:00;19;75.2;36.9;45.0
2023-04-17 16:00:00;23;76.3;43.7;52.2
2023-04-17 17:00:00;17;75.5;35.1;43.0
2023-04-17 18:00:00;9;71.4;34.5;39.9
2023-04-17 19:00:00;0;65.0;34.1;36.5
2023-04-17 20:00:00;33;72.7;32.8;44.3
2023-04-17 21:00:00;32;75.2;47.1;56.8
2023-04-17 22:00:00;29;75.0;38.1;48.9
2023-04-17 23:00:00;31;75.0;39.8;50.6
2023-04-18 00:00:00;11;72.7;35.4;42.0
2023-04-18 01:00:00;21;73.8;34.0;42.9
2023-04-18 02:00:00;21;74.0;34.0;43.1
2023-04-18 03:00:00;23;74.3;34.2;44.5
2023-04-18 04:00:00;47;76.1;40.8;55.2
2023-04-18 05:00:00;38;76.0;43.0;55.4
2023-04-18 06:00:00;41;76.8;48.0;60.2
2023-04-18 07:00:00;38;76.3;43.3;55.6
2023-04-18 08:00:00;37;77.1;43.3;55.4
2023-04-18 09:00:00;35;77.3;43.0;54.5
2023-04-18 10:00:00;30;76.3;41.5;52.2
2023-04-18 11:00:00;30;76.0;41.0;51.5
2023-04-18 12:00:00;32;76.6;46.0;55.9
2023-04-18 13:00:00;26;76.0;39.8;49.9
2023-04-18 14:00:00;20;75.8;38.0;46.6
2023-04-18 15:00:00;14;75.2;35.4;42.7
2023-04-18 16:00:00;14;72.8;32.5;40.2
2023-04-18 17:00:00;14;72.0;33.0;40.4
2023-04-18 18:00:00;13;71.5;44.3;48.6
2023-04-18 19:00:00;0;65.6;33.3;37.5
2023-04-18 20:00:00;0;60.6;40.4;36.3
2023-04-18 21:00:00;28;69.5;34.2;42.6
2023-04-18 22:00:00;23;73.1;36.3;45.9
2023-04-18 23:00:00;29;73.5;43.6;53.0
2023-04-19 00:00:00;4;71.1;57.3;62.4
2023-04-19 01:00:00;15;71.0;31.1;39.2
2023-04-19 02:00:00;15;72.0;32.2;40.4
2023-04-19 03:00:00;17;72.3;33.0;41.2
2023-04-19 04:00:00;40;74.4;39.0;52.3
2023-04-19 05:00:00;33;75.0;41.5;53.3
2023-04-19 06:00:00;37;75.5;47.4;58.7
2023-04-19 07:00:00;36;75.7;42.8;54.9
2023-04-19 08:00:00;35;75.9;43.0;55.4
2023-04-19 09:00:00;33;76.0;43.0;54.5
2023-04-19 10:00:00;28;76.9;41.7;52.2
2023-04-19 11:00:00;28;76.1;40.8;51.1
2023-04-19 12:00:00;29;75.6;49.4;58.7
2023-04-19 13:00:00;24;74.9;39.5;49.1
2023-04-19 14:00:00;19;74.0;37.9;46.6
2023-04-19 15:00:00;14;73.4;35.7;43.1
2023-04-19 16:00:00;11;73.6;33.3;40.3
2023-04-19 17:00:00;19;73.7;42.9;50.2
2023-04-19 18:00:00;5;70.1;33.4;37.8
2023-04-19 19:00:00;0;63.6;32.4;34.3
2023-04-19 20:00:00;9;60.6;35.9;35.5
2023-04-19 21:00:00;24;72.6;33.8;43.7
2023-04-19 22:00:00;20;73.0;35.8;44.9
2023-04-19 23:00:00;25;74.1;51.8;59.8
2023-04-20 00:00:00;2;70.7;48.4;38.7
2023-04-20 01:00:00;13;71.8;30.7;38.2
2023-04-20 02:00:00;14;71.5;31.6;39.4
2023-04-20 03:00:00;16;72.2;32.6;40.9
2023-04-20 04:00:00;38;74.3;39.1;52.2
2023-04-20 05:00:00;31;74.6;41.7;53.2
2023-04-20 06:00:00;35;75.5;47.3;59.2
2023-04-20 07:00:00;32;75.4;42.9;54.2
2023-04-20 08:00:00;30;76.6;42.8;53.9
2023-04-20 09:00:00;28;75.8;42.0;52.9
2023-04-20 10:00:00;29;75.0;42.0;52.9
2023-04-20 11:00:00;33;75.2;42.7;54.1
2023-04-20 12:00:00;32;76.3;46.7;58.2
2023-04-20 13:00:00;30;76.6;42.7;53.8
2023-04-20 14:00:00;32;77.0;42.7;54.2
2023-04-20 15:00:00;23;75.7;41.8;51.5
2023-04-20 16:00:00;27;75.0;39.9;50.2
2023-04-20 17:00:00;34;76.4;46.0;57.4
2023-04-20 18:00:00;26;76.0;40.5;50.6
