Site;SS16 Avenue des Crosets 40 (ID 3216);SS16 Avenue des Crosets 40 (ID 3216);SS16 Avenue des Crosets 40 (ID 3216);SS16 Avenue des Crosets 40 (ID 3216)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-01-01 00:00:00;2;72.0;30.0;37.1
2023-01-01 01:00:00;2;71.5;30.5;37.7
2023-01-01 02:00:00;2;71.6;30.6;38.2
2023-01-01 03:00:00;2;70.6;30.5;37.5
2023-01-01 04:00:00;15;80.4;76.9;79.9
2023-01-01 05:00:00;9;80.8;79.0;80.5
2023-01-01 06:00:00;8;80.5;78.7;80.3
2023-01-01 07:00:00;9;80.8;78.8;80.4
2023-01-01 08:00:00;12;80.8;78.2;80.4
2023-01-01 09:00:00;11;80.8;78.4;80.5
2023-01-01 10:00:00;11;81.0;78.6;80.6
2023-01-01 11:00:00;11;80.9;78.7;80.7
2023-01-01 12:00:00;9;81.0;79.0;80.7
2023-01-01 13:00:00;9;80.8;79.0;80.5
2023-01-01 14:00:00;8;81.0;79.1;80.6
2023-01-01 15:00:00;8;80.7;78.9;80.5
2023-01-01 16:00:00;8;80.5;78.8;80.2
2023-01-01 17:00:00;2;73.6;48.5;49.0
2023-01-01 18:00:00;3;74.9;36.5;43.5
2023-01-01 19:00:00;3;75.5;37.8;44.8
2023-01-01 20:00:00;3;75.5;39.1;46.0
2023-01-01 21:00:00;3;76.0;40.2;46.9
2023-01-01 22:00:00;4;76.2;41.1;47.8
2023-01-01 23:00:00;1;56.9;35.8;45.0
2023-01-02 00:00:00;2;70.1;30.7;37.6
2023-01-02 01:00:00;2;70.9;30.8;38.0
2023-01-02 02:00:00;2;70.7;30.6;37.8
2023-01-02 03:00:00;2;71.0;30.6;37.5
2023-01-02 04:00:00;2;71.4;30.8;38.4
2023-01-02 05:00:00;2;71.2;30.9;38.5
2023-01-02 06:00:00;2;72.1;31.2;38.8
2023-01-02 07:00:00;2;71.7;31.5;38.5
2023-01-02 08:00:00;2;72.8;30.4;39.1
2023-01-02 09:00:00;14;79.1;67.4;72.2
2023-01-02 10:00:00;9;81.0;79.1;80.7
2023-01-02 11:00:00;9;81.0;79.0;80.6
2023-01-02 12:00:00;9;80.9;79.0;80.6
2023-01-02 13:00:00;8;81.0;79.3;80.7
2023-01-02 14:00:00;5;80.9;79.7;80.6
2023-01-02 15:00:00;2;74.6;66.6;60.6
2023-01-02 16:00:00;2;73.3;34.2;41.0
2023-01-02 17:00:00;2;73.0;33.6;40.3
2023-01-02 18:00:00;2;73.0;33.1;40.2
2023-01-02 19:00:00;3;73.2;33.7;40.9
2023-01-02 20:00:00;3;74.5;35.6;43.0
2023-01-02 21:00:00;3;74.5;36.2;43.5
2023-01-02 22:00:00;3;74.9;37.0;44.3
2023-01-02 23:00:00;1;55.3;32.5;42.3
2023-01-03 00:00:00;2;68.3;28.7;36.1
2023-01-03 01:00:00;1;69.2;28.7;35.9
2023-01-03 02:00:00;2;67.0;28.1;40.6
2023-01-03 03:00:00;2;69.0;28.5;36.5
2023-01-03 04:00:00;2;69.8;28.5;36.0
2023-01-03 05:00:00;2;70.1;29.0;36.2
2023-01-03 06:00:00;2;69.7;29.1;36.9
2023-01-03 07:00:00;2;70.1;29.2;36.4
2023-01-03 08:00:00;2;70.4;29.3;36.8
2023-01-03 09:00:00;2;70.7;29.5;36.7
2023-01-03 10:00:00;2;70.0;29.5;37.2
2023-01-03 11:00:00;2;70.2;29.3;36.3
2023-01-03 12:00:00;2;70.5;29.3;36.8
2023-01-03 13:00:00;2;70.1;29.4;36.9
2023-01-03 14:00:00;2;70.2;29.2;36.8
2023-01-03 15:00:00;5;76.4;38.8;47.1
2023-01-03 16:00:00;4;76.0;40.0;47.1
2023-01-03 17:00:00;4;76.0;40.1;47.3
2023-01-03 18:00:00;4;76.1;41.0;47.7
2023-01-03 19:00:00;4;76.5;41.9;48.6
2023-01-03 20:00:00;5;77.0;42.6;49.5
2023-01-03 21:00:00;5;77.0;43.1;50.2
2023-01-03 22:00:00;15;79.7;67.6;72.6
2023-01-03 23:00:00;9;80.6;78.8;80.3
2023-01-04 00:00:00;9;80.5;78.6;80.2
2023-01-04 01:00:00;9;80.5;78.8;80.3
2023-01-04 02:00:00;9;80.8;79.0;80.5
2023-01-04 03:00:00;9;80.6;78.7;80.2
2023-01-04 04:00:00;9;80.5;78.8;80.2
2023-01-04 05:00:00;9;80.8;79.0;80.5
2023-01-04 06:00:00;9;80.7;78.8;80.4
2023-01-04 07:00:00;9;80.7;78.9;80.4
2023-01-04 08:00:00;9;80.8;78.9;80.4
2023-01-04 09:00:00;9;80.8;78.9;80.5
2023-01-04 10:00:00;9;80.9;78.9;80.5
2023-01-04 11:00:00;8;80.8;79.1;80.5
2023-01-04 12:00:00;8;80.9;79.2;80.5
2023-01-04 13:00:00;8;80.9;79.0;80.5
2023-01-04 14:00:00;8;80.8;79.1;80.4
2023-01-04 15:00:00;11;80.5;78.3;80.2
2023-01-04 16:00:00;10;80.6;78.6;80.4
2023-01-04 17:00:00;10;80.7;78.5;80.3
2023-01-04 18:00:00;10;80.5;78.3;80.2
2023-01-04 19:00:00;10;80.8;78.7;80.4
2023-01-04 20:00:00;10;80.5;78.4;80.3
2023-01-04 21:00:00;10;80.6;78.5;80.3
2023-01-04 22:00:00;10;80.6;78.4;80.3
2023-01-04 23:00:00;7;80.7;79.2;80.3
2023-01-05 00:00:00;8;80.7;78.9;80.4
2023-01-05 01:00:00;8;80.4;78.9;80.2
2023-01-05 02:00:00;8;80.6;78.9;80.3
2023-01-05 03:00:00;8;80.6;79.1;80.4
2023-01-05 04:00:00;8;80.5;78.8;80.1
2023-01-05 05:00:00;8;80.8;79.1;80.4
2023-01-05 06:00:00;8;80.9;79.1;80.5
2023-01-05 07:00:00;8;80.6;78.8;80.2
2023-01-05 08:00:00;8;80.6;79.1;80.3
2023-01-05 09:00:00;8;80.9;79.1;80.5
2023-01-05 10:00:00;8;80.9;79.1;80.5
2023-01-05 11:00:00;8;80.9;79.3;80.5
2023-01-05 12:00:00;8;80.9;79.2;80.5
2023-01-05 13:00:00;7;80.7;79.2;80.4
2023-01-05 14:00:00;6;80.7;79.5;80.3
2023-01-05 15:00:00;5;80.5;79.3;80.2
2023-01-05 16:00:00;2;75.3;53.2;52.7
2023-01-05 17:00:00;3;75.0;37.2;44.3
2023-01-05 18:00:00;4;76.0;39.2;46.2
2023-01-05 19:00:00;4;76.0;40.0;47.0
2023-01-05 20:00:00;4;76.1;40.9;47.9
2023-01-05 21:00:00;4;76.8;41.9;48.7
2023-01-05 22:00:00;4;77.0;42.1;49.1
2023-01-05 23:00:00;1;58.7;36.2;44.2
2023-01-06 00:00:00;2;72.2;32.3;39.3
2023-01-06 01:00:00;2;72.6;32.2;39.7
2023-01-06 02:00:00;11;75.8;46.6;54.4
2023-01-06 03:00:00;10;81.0;78.9;80.7
2023-01-06 04:00:00;9;80.7;78.7;80.4
2023-01-06 05:00:00;9;81.0;79.0;80.8
2023-01-06 06:00:00;9;80.9;79.1;80.7
2023-01-06 07:00:00;10;81.0;79.0;80.7
2023-01-06 08:00:00;9;81.1;79.2;80.9
2023-01-06 09:00:00;9;81.1;79.3;81.0
2023-01-06 10:00:00;9;81.0;79.2;80.9
2023-01-06 11:00:00;9;81.1;79.5;81.0
2023-01-06 12:00:00;8;81.2;79.6;81.1
2023-01-06 13:00:00;8;81.1;79.7;81.0
2023-01-06 14:00:00;8;81.1;79.6;81.0
2023-01-06 15:00:00;7;81.0;79.5;80.9
2023-01-06 16:00:00;4;77.1;57.3;57.5
2023-01-06 17:00:00;5;80.1;79.0;76.8
2023-01-06 18:00:00;5;81.0;80.0;80.8
2023-01-06 19:00:00;5;81.0;79.7;80.6
2023-01-06 20:00:00;5;81.0;79.9;80.8
2023-01-06 21:00:00;6;81.0;79.9;80.7
2023-01-06 22:00:00;7;81.0;79.6;80.8
2023-01-06 23:00:00;5;81.1;79.9;80.7
2023-01-07 00:00:00;7;81.0;79.4;80.8
2023-01-07 01:00:00;9;80.9;79.0;80.6
2023-01-07 02:00:00;8;81.1;79.4;80.9
2023-01-07 03:00:00;9;80.8;78.8;80.4
2023-01-07 04:00:00;9;81.0;79.3;80.8
2023-01-07 05:00:00;9;81.0;79.4;80.9
2023-01-07 06:00:00;9;81.1;79.1;80.7
2023-01-07 07:00:00;9;81.2;79.2;80.9
2023-01-07 08:00:00;13;81.1;78.6;80.8
2023-01-07 09:00:00;12;81.4;78.9;81.2
2023-01-07 10:00:00;12;81.2;78.9;81.1
2023-01-07 11:00:00;11;81.5;79.3;81.2
2023-01-07 12:00:00;10;81.3;79.3;81.2
2023-01-07 13:00:00;9;81.4;79.5;81.2
2023-01-07 14:00:00;10;81.3;79.4;81.1
2023-01-07 15:00:00;9;81.3;79.3;81.1
2023-01-07 16:00:00;10;81.3;79.4;81.1
2023-01-07 17:00:00;10;81.3;79.3;81.0
2023-01-07 18:00:00;10;81.2;79.0;81.0
2023-01-07 19:00:00;3;76.9;48.3;50.8
2023-01-07 20:00:00;4;77.5;43.5;50.1
2023-01-07 21:00:00;4;78.0;44.7;51.1
2023-01-07 22:00:00;5;78.0;45.4;51.8
2023-01-07 23:00:00;1;60.9;38.5;46.3
2023-01-08 00:00:00;14;81.0;76.4;80.4
2023-01-08 01:00:00;9;81.5;79.5;81.3
2023-01-08 02:00:00;9;81.6;79.5;81.3
2023-01-08 03:00:00;9;81.6;79.6;81.3
2023-01-08 04:00:00;9;81.5;79.6;81.3
2023-01-08 05:00:00;9;81.7;79.7;81.3
2023-01-08 06:00:00;9;81.6;79.6;81.3
2023-01-08 07:00:00;9;81.7;79.7;81.4
2023-01-08 08:00:00;13;81.5;78.9;81.3
2023-01-08 09:00:00;11;81.6;79.1;81.4
2023-01-08 10:00:00;12;81.6;79.1;81.3
2023-01-08 11:00:00;15;81.6;78.6;81.3
2023-01-08 12:00:00;13;81.6;78.8;81.4
2023-01-08 13:00:00;13;81.6;78.9;81.3
2023-01-08 14:00:00;14;81.6;78.9;81.3
2023-01-08 15:00:00;12;81.5;78.9;81.3
2023-01-08 16:00:00;12;81.4;79.0;81.2
2023-01-08 17:00:00;12;81.3;78.8;81.2
2023-01-08 18:00:00;12;81.4;78.8;81.1
2023-01-08 19:00:00;12;81.4;78.9;81.2
2023-01-08 20:00:00;12;81.3;78.8;81.1
2023-01-08 21:00:00;12;81.3;78.8;81.1
2023-01-08 22:00:00;12;81.3;78.9;81.1
2023-01-08 23:00:00;7;81.3;79.8;81.1
2023-01-09 00:00:00;9;81.2;79.4;81.0
2023-01-09 01:00:00;9;81.2;79.4;81.0
2023-01-09 02:00:00;9;81.5;79.5;81.2
2023-01-09 03:00:00;9;81.0;79.1;80.7
2023-01-09 04:00:00;10;81.3;79.3;81.1
2023-01-09 05:00:00;9;81.5;79.6;81.2
2023-01-09 06:00:00;9;80.9;79.2;80.8
2023-01-09 07:00:00;9;81.3;79.5;81.2
2023-01-09 08:00:00;10;81.4;79.2;81.1
2023-01-09 09:00:00;9;81.3;79.4;81.1
2023-01-09 10:00:00;9;81.4;79.5;81.1
2023-01-09 11:00:00;9;81.2;79.4;81.1
2023-01-09 12:00:00;9;81.5;79.5;81.2
2023-01-09 13:00:00;9;81.4;79.5;81.1
2023-01-09 14:00:00;9;81.3;79.4;81.1
2023-01-09 15:00:00;15;81.1;78.2;81.0
2023-01-09 16:00:00;14;81.2;78.5;81.1
2023-01-09 17:00:00;14;81.1;78.4;81.0
2023-01-09 18:00:00;13;81.2;78.5;81.1
2023-01-09 19:00:00;13;81.4;78.7;81.2
2023-01-09 20:00:00;13;81.4;78.8;81.2
2023-01-09 21:00:00;13;81.5;78.7;81.3
2023-01-09 22:00:00;14;81.5;78.7;81.2
2023-01-09 23:00:00;8;81.6;79.8;81.3
2023-01-10 00:00:00;9;81.4;79.5;81.1
2023-01-10 01:00:00;10;81.6;79.6;81.3
2023-01-10 02:00:00;10;81.8;79.6;81.4
2023-01-10 03:00:00;10;81.8;79.4;81.4
2023-01-10 04:00:00;10;81.6;79.5;81.3
2023-01-10 05:00:00;10;82.0;79.8;81.6
2023-01-10 06:00:00;10;81.7;79.4;81.4
2023-01-10 07:00:00;10;81.9;79.6;81.6
2023-01-10 08:00:00;11;81.8;79.4;81.4
2023-01-10 09:00:00;10;81.8;79.6;81.5
2023-01-10 10:00:00;10;81.9;79.7;81.6
2023-01-10 11:00:00;10;82.0;79.8;81.6
2023-01-10 12:00:00;9;81.8;79.9;81.6
2023-01-10 13:00:00;9;81.9;80.1;81.6
2023-01-10 14:00:00;9;81.9;80.1;81.6
2023-01-10 15:00:00;14;81.8;78.8;81.5
2023-01-10 16:00:00;12;81.6;79.1;81.3
2023-01-10 17:00:00;12;81.7;79.2;81.3
2023-01-10 18:00:00;13;81.7;79.1;81.4
2023-01-10 19:00:00;12;81.6;79.0;81.3
2023-01-10 20:00:00;13;81.7;79.1;81.4
2023-01-10 21:00:00;12;81.7;79.1;81.4
2023-01-10 22:00:00;12;81.7;79.1;81.3
2023-01-10 23:00:00;8;81.7;80.1;81.4
2023-01-11 00:00:00;9;81.5;79.7;81.3
2023-01-11 01:00:00;9;81.5;79.7;81.3
2023-01-11 02:00:00;9;81.7;79.8;81.5
2023-01-11 03:00:00;10;81.5;79.4;81.3
2023-01-11 04:00:00;10;81.7;79.6;81.4
2023-01-11 05:00:00;10;81.8;79.6;81.4
2023-01-11 06:00:00;10;81.7;79.5;81.4
2023-01-11 07:00:00;10;81.9;79.8;81.5
2023-01-11 08:00:00;10;81.9;79.7;81.5
2023-01-11 09:00:00;10;81.8;79.7;81.6
2023-01-11 10:00:00;10;81.8;79.7;81.5
2023-01-11 11:00:00;10;82.0;80.0;81.6
2023-01-11 12:00:00;10;81.8;79.7;81.4
2023-01-11 13:00:00;9;81.9;80.0;81.6
2023-01-11 14:00:00;10;81.8;79.7;81.4
2023-01-11 15:00:00;15;81.7;78.5;81.4
2023-01-11 16:00:00;13;81.8;79.1;81.5
2023-01-11 17:00:00;13;81.8;79.0;81.4
2023-01-11 18:00:00;13;81.6;78.9;81.4
2023-01-11 19:00:00;13;81.8;79.2;81.5
2023-01-11 20:00:00;13;81.7;79.1;81.4
2023-01-11 21:00:00;14;81.8;79.0;81.5
2023-01-11 22:00:00;14;81.7;78.7;81.4
2023-01-11 23:00:00;8;81.9;80.1;81.5
2023-01-12 00:00:00;10;81.8;79.9;81.6
2023-01-12 01:00:00;10;81.5;79.5;81.2
2023-01-12 02:00:00;10;81.9;80.0;81.7
2023-01-12 03:00:00;10;81.7;79.6;81.3
2023-01-12 04:00:00;10;81.7;79.5;81.4
2023-01-12 05:00:00;11;81.9;79.7;81.7
2023-01-12 06:00:00;11;81.7;79.5;81.4
2023-01-12 07:00:00;11;81.9;79.6;81.6
2023-01-12 08:00:00;11;81.9;79.5;81.5
2023-01-12 09:00:00;11;82.0;79.6;81.6
2023-01-12 10:00:00;11;81.9;79.7;81.6
2023-01-12 11:00:00;10;82.1;80.0;81.8
2023-01-12 12:00:00;9;82.0;80.2;81.8
2023-01-12 13:00:00;9;82.0;80.1;81.6
2023-01-12 14:00:00;9;82.0;80.0;81.5
2023-01-12 15:00:00;15;81.7;78.6;81.4
2023-01-12 16:00:00;14;81.9;78.9;81.5
2023-01-12 17:00:00;14;81.7;78.9;81.4
2023-01-12 18:00:00;14;81.7;78.8;81.3
2023-01-12 19:00:00;14;81.7;78.8;81.4
2023-01-12 20:00:00;14;81.7;78.8;81.3
2023-01-12 21:00:00;14;81.6;78.7;81.4
2023-01-12 22:00:00;14;81.8;78.8;81.4
2023-01-12 23:00:00;8;81.7;79.9;81.3
2023-01-13 00:00:00;10;81.6;79.6;81.3
2023-01-13 01:00:00;11;81.8;79.7;81.5
2023-01-13 02:00:00;10;81.6;79.5;81.3
2023-01-13 03:00:00;10;81.6;79.5;81.3
2023-01-13 04:00:00;10;82.0;79.8;81.6
2023-01-13 05:00:00;11;81.7;79.5;81.4
2023-01-13 06:00:00;11;81.7;79.5;81.4
2023-01-13 07:00:00;10;82.0;79.8;81.7
2023-01-13 08:00:00;10;81.5;79.5;81.3
2023-01-13 09:00:00;10;81.8;79.6;81.5
2023-01-13 10:00:00;10;81.6;79.6;81.4
2023-01-13 11:00:00;10;81.7;79.6;81.4
2023-01-13 12:00:00;9;81.6;79.7;81.3
2023-01-13 13:00:00;10;81.6;79.6;81.3
2023-01-13 14:00:00;9;81.4;79.5;81.1
2023-01-13 15:00:00;14;81.3;78.5;81.0
2023-01-13 16:00:00;12;81.1;78.7;81.0
2023-01-13 17:00:00;11;81.2;78.8;80.9
2023-01-13 18:00:00;9;81.0;79.1;80.9
2023-01-13 19:00:00;9;81.0;79.2;80.9
2023-01-13 20:00:00;11;80.9;78.8;80.8
2023-01-13 21:00:00;13;81.0;78.4;80.9
2023-01-13 22:00:00;13;81.0;78.4;80.8
2023-01-13 23:00:00;8;81.0;79.4;80.8
2023-01-14 00:00:00;9;81.1;79.2;80.8
2023-01-14 01:00:00;10;81.0;79.1;80.9
2023-01-14 02:00:00;10;81.1;79.2;81.0
2023-01-14 03:00:00;10;81.1;79.0;80.8
2023-01-14 04:00:00;11;81.2;79.1;81.0
2023-01-14 05:00:00;11;81.4;79.2;81.2
2023-01-14 06:00:00;11;81.0;78.9;80.9
2023-01-14 07:00:00;11;81.6;79.3;81.3
2023-01-14 08:00:00;18;81.3;77.7;81.1
2023-01-14 09:00:00;16;81.4;78.3;81.2
2023-01-14 10:00:00;15;81.5;78.4;81.3
2023-01-14 11:00:00;14;81.6;78.7;81.3
2023-01-14 12:00:00;14;81.5;78.6;81.3
2023-01-14 13:00:00;13;81.7;78.9;81.3
2023-01-14 14:00:00;13;81.3;78.8;81.2
2023-01-14 15:00:00;13;81.2;78.8;81.1
2023-01-14 16:00:00;13;81.3;78.7;81.1
2023-01-14 17:00:00;13;81.2;78.7;81.0
2023-01-14 18:00:00;13;81.1;78.5;81.0
2023-01-14 19:00:00;12;81.1;78.3;80.6
2023-01-14 20:00:00;13;81.1;78.4;80.9
2023-01-14 21:00:00;13;81.0;78.5;80.9
2023-01-14 22:00:00;13;81.0;78.4;80.9
2023-01-14 23:00:00;8;81.2;79.6;81.0
2023-01-15 00:00:00;9;81.2;79.2;80.9
2023-01-15 01:00:00;10;81.0;79.1;80.9
2023-01-15 02:00:00;9;81.1;79.1;80.9
2023-01-15 03:00:00;10;81.4;79.3;81.1
2023-01-15 04:00:00;10;80.8;78.8;80.6
2023-01-15 05:00:00;9;81.1;79.1;80.9
2023-01-15 06:00:00;9;81.2;79.2;81.0
2023-01-15 07:00:00;9;81.1;79.1;80.9
2023-01-15 08:00:00;15;81.1;77.9;80.8
2023-01-15 09:00:00;13;81.3;78.4;81.0
2023-01-15 10:00:00;11;81.0;78.7;80.9
2023-01-15 11:00:00;11;81.1;78.8;80.9
2023-01-15 12:00:00;11;81.2;78.9;81.0
2023-01-15 13:00:00;12;81.1;78.4;80.9
2023-01-15 14:00:00;13;81.1;78.4;81.0
2023-01-15 15:00:00;12;81.1;78.6;80.9
2023-01-15 16:00:00;13;81.3;78.5;81.1
2023-01-15 17:00:00;13;81.2;78.4;81.0
2023-01-15 18:00:00;13;81.3;78.7;81.1
2023-01-15 19:00:00;13;81.3;79.0;81.2
2023-01-15 20:00:00;13;81.4;78.9;81.2
2023-01-15 21:00:00;13;81.6;79.1;81.3
2023-01-15 22:00:00;13;81.6;79.0;81.3
2023-01-15 23:00:00;9;81.8;80.1;81.5
2023-01-16 00:00:00;10;81.9;79.9;81.5
2023-01-16 01:00:00;10;81.9;79.8;81.5
2023-01-16 02:00:00;10;81.9;79.8;81.6
2023-01-16 03:00:00;10;82.0;80.0;81.7
2023-01-16 04:00:00;10;82.0;79.9;81.7
2023-01-16 05:00:00;10;82.0;80.1;81.8
2023-01-16 06:00:00;11;82.1;80.0;81.9
2023-01-16 07:00:00;10;82.1;80.0;81.8
2023-01-16 08:00:00;10;82.1;80.1;81.9
2023-01-16 09:00:00;10;82.1;80.1;82.0
2023-01-16 10:00:00;10;82.1;80.3;82.0
2023-01-16 11:00:00;10;82.2;80.3;82.0
2023-01-16 12:00:00;10;82.1;80.2;81.9
2023-01-16 13:00:00;10;82.1;80.3;82.0
2023-01-16 14:00:00;10;82.1;80.2;81.9
2023-01-16 15:00:00;16;82.0;79.1;81.9
2023-01-16 16:00:00;13;82.2;79.6;82.0
2023-01-16 17:00:00;13;82.0;79.6;81.9
2023-01-16 18:00:00;13;82.1;79.6;81.9
2023-01-16 19:00:00;13;82.0;79.6;81.9
2023-01-16 20:00:00;13;82.1;79.7;81.9
2023-01-16 21:00:00;13;82.1;79.6;81.9
2023-01-16 22:00:00;13;82.1;79.5;81.9
2023-01-16 23:00:00;8;82.1;80.5;81.9
2023-01-17 00:00:00;10;82.0;80.2;81.9
2023-01-17 01:00:00;10;82.0;80.2;81.9
2023-01-17 02:00:00;10;82.3;80.4;82.1
2023-01-17 03:00:00;10;82.2;80.1;82.1
2023-01-17 04:00:00;10;82.0;80.2;81.9
2023-01-17 05:00:00;11;82.5;80.4;82.2
2023-01-17 06:00:00;11;82.4;80.4;82.2
2023-01-17 07:00:00;11;82.3;80.3;82.1
2023-01-17 08:00:00;11;82.4;80.0;82.1
2023-01-17 09:00:00;10;82.2;80.2;82.1
2023-01-17 10:00:00;11;82.5;80.6;82.3
2023-01-17 11:00:00;10;82.5;80.5;82.3
2023-01-17 12:00:00;10;82.6;80.7;82.3
2023-01-17 13:00:00;10;82.5;80.5;82.3
2023-01-17 14:00:00;10;82.3;80.4;82.2
2023-01-17 15:00:00;16;82.5;79.5;82.3
2023-01-17 16:00:00;14;82.4;79.8;82.3
2023-01-17 17:00:00;14;82.5;79.7;82.3
2023-01-17 18:00:00;15;82.3;79.6;82.2
2023-01-17 19:00:00;14;82.6;79.8;82.3
2023-01-17 20:00:00;14;82.8;79.9;82.5
2023-01-17 21:00:00;14;82.7;79.9;82.2
2023-01-17 22:00:00;14;82.7;80.0;82.5
2023-01-17 23:00:00;9;82.8;80.9;82.5
2023-01-18 00:00:00;10;82.8;80.7;82.5
2023-01-18 01:00:00;10;82.8;80.6;82.4
2023-01-18 02:00:00;11;82.9;80.7;82.6
2023-01-18 03:00:00;10;82.7;80.6;82.5
2023-01-18 04:00:00;11;82.7;80.5;82.3
2023-01-18 05:00:00;11;82.9;80.8;82.5
2023-01-18 06:00:00;11;82.7;80.6;82.4
2023-01-18 07:00:00;11;82.8;80.5;82.4
2023-01-18 08:00:00;11;82.7;80.6;82.5
2023-01-18 09:00:00;11;82.8;80.6;82.5
2023-01-18 10:00:00;11;82.8;80.5;82.5
2023-01-18 11:00:00;11;82.9;80.6;82.5
2023-01-18 12:00:00;11;82.9;80.6;82.6
2023-01-18 13:00:00;11;82.9;80.6;82.5
2023-01-18 14:00:00;11;82.9;80.7;82.6
2023-01-18 15:00:00;17;82.7;79.3;82.5
2023-01-18 16:00:00;15;82.9;79.8;82.6
2023-01-18 17:00:00;15;82.9;79.7;82.6
2023-01-18 18:00:00;15;82.9;79.8;82.6
2023-01-18 19:00:00;15;82.9;79.8;82.5
2023-01-18 20:00:00;15;82.8;79.8;82.6
2023-01-18 21:00:00;15;82.9;79.9;82.7
2023-01-18 22:00:00;15;82.7;79.5;82.5
2023-01-18 23:00:00;10;83.1;81.0;82.9
2023-01-19 00:00:00;12;83.0;80.5;82.7
2023-01-19 01:00:00;12;83.0;80.5;82.8
2023-01-19 02:00:00;12;83.0;80.5;82.8
2023-01-19 03:00:00;13;83.0;80.6;82.9
2023-01-19 04:00:00;13;83.1;80.5;83.0
2023-01-19 05:00:00;13;83.2;80.7;83.0
2023-01-19 06:00:00;13;83.1;80.7;83.0
2023-01-19 07:00:00;14;83.4;80.7;83.2
2023-01-19 08:00:00;13;83.3;80.6;83.1
2023-01-19 09:00:00;13;83.6;80.8;83.3
2023-01-19 10:00:00;15;83.7;80.8;83.4
2023-01-19 11:00:00;13;83.7;81.1;83.4
2023-01-19 12:00:00;12;83.6;81.0;83.3
2023-01-19 13:00:00;12;83.8;81.4;83.5
2023-01-19 14:00:00;11;83.8;81.5;83.5
2023-01-19 15:00:00;17;83.6;80.0;83.3
2023-01-19 16:00:00;15;83.5;80.5;83.3
2023-01-19 17:00:00;15;83.3;80.4;83.2
2023-01-19 18:00:00;15;83.3;80.2;83.1
2023-01-19 19:00:00;16;83.5;80.2;83.3
2023-01-19 20:00:00;16;83.4;80.3;83.2
2023-01-19 21:00:00;16;83.5;80.1;83.2
2023-01-19 22:00:00;17;83.6;80.1;83.3
2023-01-19 23:00:00;11;83.7;81.3;83.4
2023-01-20 00:00:00;13;83.9;81.3;83.6
2023-01-20 01:00:00;13;83.9;81.2;83.7
2023-01-20 02:00:00;14;84.0;81.1;83.6
2023-01-20 03:00:00;14;84.0;81.2;83.8
2023-01-20 04:00:00;14;84.0;81.1;83.9
2023-01-20 05:00:00;14;84.3;81.3;84.0
2023-01-20 06:00:00;14;84.3;81.4;84.1
2023-01-20 07:00:00;15;84.4;81.4;84.2
2023-01-20 08:00:00;15;84.5;81.5;84.3
2023-01-20 09:00:00;15;84.4;81.5;84.3
2023-01-20 10:00:00;14;84.8;81.8;84.5
2023-01-20 11:00:00;13;84.7;81.9;84.5
2023-01-20 12:00:00;12;84.7;82.2;84.5
2023-01-20 13:00:00;12;84.7;82.2;84.4
2023-01-20 14:00:00;12;84.5;82.1;84.3
2023-01-20 15:00:00;19;84.4;80.5;84.1
2023-01-20 16:00:00;17;84.3;80.8;84.1
2023-01-20 17:00:00;17;84.0;80.5;83.8
2023-01-20 18:00:00;17;84.1;80.5;83.8
2023-01-20 19:00:00;17;84.1;80.5;83.9
2023-01-20 20:00:00;17;84.2;80.7;83.9
2023-01-20 21:00:00;17;84.1;80.6;83.9
2023-01-20 22:00:00;17;84.1;80.7;84.0
2023-01-20 23:00:00;12;84.3;81.9;84.1
2023-01-21 00:00:00;14;84.2;81.6;84.1
2023-01-21 01:00:00;14;84.2;81.4;84.0
2023-01-21 02:00:00;14;84.1;81.4;84.1
2023-01-21 03:00:00;14;84.1;81.3;84.0
2023-01-21 04:00:00;14;84.2;81.3;84.0
2023-01-21 05:00:00;15;84.2;81.2;84.0
2023-01-21 06:00:00;15;84.4;81.4;84.1
2023-01-21 07:00:00;15;84.4;81.3;84.2
2023-01-21 08:00:00;24;84.6;79.7;84.3
2023-01-21 09:00:00;21;84.6;80.1;84.3
2023-01-21 10:00:00;21;84.6;80.3;84.4
2023-01-21 11:00:00;20;84.8;80.7;84.6
2023-01-21 12:00:00;20;84.8;80.7;84.5
2023-01-21 13:00:00;18;84.8;81.0;84.5
2023-01-21 14:00:00;18;84.7;81.0;84.4
2023-01-21 15:00:00;18;84.7;81.0;84.4
2023-01-21 16:00:00;17;84.4;80.7;84.2
2023-01-21 17:00:00;18;84.3;80.7;84.1
2023-01-21 18:00:00;18;84.3;80.4;83.9
2023-01-21 19:00:00;18;84.3;80.6;84.1
2023-01-21 20:00:00;18;84.0;80.3;83.8
2023-01-21 21:00:00;18;84.2;80.5;83.9
2023-01-21 22:00:00;18;84.2;80.6;84.0
2023-01-21 23:00:00;11;84.1;81.9;83.9
2023-01-22 00:00:00;13;84.0;81.5;83.9
2023-01-22 01:00:00;13;84.1;81.4;83.9
2023-01-22 02:00:00;13;84.0;81.3;83.9
2023-01-22 03:00:00;14;84.2;81.4;84.0
2023-01-22 04:00:00;14;84.2;81.5;84.1
2023-01-22 05:00:00;14;84.3;81.3;84.0
2023-01-22 06:00:00;14;84.3;81.4;84.0
